order_number,articles
1352320271,"KOMPLvalethngr17x5white,MALMchest/2drw40x55whiteN,PAXwrdfrm100x58x201whiteN,KOMPLclothesrail100white,KOMPLshelf50x58white,PAXwrdfrm75x35x201whiteN,KOMPLclothesrail75white,KOMPLshelf50x35white,KOMPLshoeshlf100x35white,PAXwrdfrm50x58x201whiteN,PAXwrdfrm75x58x201whiteN,KOMPLshelf100x58white,KOMPLshelf75x35white,PAXadd-oncrnrutw4shlvs53x58x201white,KOMPLshoeshlf75x35white,KOMPLNp-outtrsrhngr75x35darkgrey,KOMPLclothesrail50white,KOMPLshelf75x58white,MALMNottomanbedStanKgwhiteGB"
1352320401,"DIMPAstorbag65x22x65transparent,FRAKTAcarrierbaglarge55x37x35cm/71lblue,KAOSIGfoldingbox48x35x24grey,VINTERFINT2022string40mwhite/gold-colour,ISTADNresealablebaggrey/white50-p,PRKLAstorcase55x49x19,SCKKRRAcarrierbag37x57x39cm/71lgreen,SKYNKEcarrierbag45x36black/beigedotpattern,SCKKRRAcarrierbag37x57x39cm/71lof-wh/blstr,SCKKRRAstorcase55x49x19off-white/green,SMYCKAartwreath22in/outdoorbeech,BASTUAcarrierbag22x22x15cm/7lpink"
1352321210,"BISSANshoecab2comp49x28x93white,PLATSAopenshoestorut80x40x60white"
1352321637,"KALASNNmugmixedcolours,LUGNAREscntdcndlinglss20hrJasmine/pink,BEVARANsealclips30mixedcolours/mixedsizes,ADLADscntdcndlinglss12hrScandWoods/whi,IKEA365+jar3.3lround/glass,SVENSSmemoboard40x60black,IKEA365+lidround/glass,TOTEBOblackbrdchalkpenwhite,KUGGISboxwlid26x35x15white,VARIERANbox34x24white,IKEA365+jar1.7lround/glass,KALASNNplatemixedcolours6-p,STRTSKNscntdcndlinglss20hrBerries/red,IKEA365+dryfoodjarwlid2,3ltrp/white"
1352321925,"FIXAdiffusionbarrierchrome-plated,HLLBARbinwlid10llightgrey,BODBYNdoor20x80off-white,BAGGANSknob20mmstainlesssteel2-p,BODBYNdrawerfrt80x40off-white,BODBYNdrawerfrt60x40off-white,UTRUSTAshelfcrwallcb68white,MEcrnrwllcbfrm68x68x60white,MANdrwrmed40x60whiteI,UTRUSTAshelf60x37white2-p,MEfrmbasecb80x60x80white,UTRUSTAbrktfovengalvanised,LILLVIKENwatertrap/strainer1bowl,UTRUSTAdrwrfrntlow80white,MANdrwrmed80x60whiteI,MAintfittpull-out20I,HAVSENsinkbowlwvsblfrnt62x48white,BODBYNdrawerfrt40x20off-white,UTRUSTAshelf40x60white2-p,MEfrmbasecb20x60x80white,MAadd-onsidefdrwrmed60glass2-p,FRBTTRAdecoplnth221x8off-white,UTRUSTAconnrailffrntsI,UTRUSTAdrwrfrntlow60white,MEleg84-p,FRBTTRAcvrpnl39x86off-white,BODBYNdrawerfrt60x10off-white2-p,MAadd-onsidefdrwrhigh60glass2-p,MANdrwrlow80x60whiteI,BODBYNdoor60x60off-white,MANdrwrhigh60x45whiteI,KARLBYNwt246x3.8oak/veneer,BODBYNdoor40x80off-white,MEbasecbfb-inoven/sink60x60x80white,MANdrwrhigh80x60whiteI,MEfrmwllcb60x37x60white,BODBYNdrawerfrt60x20off-white,MEfrmbasecb40x60x80white,VIMMERNNkitmixtap/hndspstainlesssteelcolGB,UTRUSTANNhingewb-indmprfktchn1102-p,BODBYNdoor40x60off-white,BODBYNdrawerfrt80x20off-white,MANdrwrlow60x60whiteI"
1352322117,FISKBOframe21x30black
1352322177,"FISKBOframe21x30black,LILLNAGGENsqueegee,JLLlaundbag/stand70lwhite,SKUBBlaundbag/stand80lwhite"
1352322438,"SKUBBNboxs6white,KALLAXinsertwdoor33x33white"
1352323304,"PAPPISboxwlid25x34x26brown,KNALLANbag40x25x47cm/47lblack/white,DIMPAstorbag65x22x65transparent,DUNDERGUBBEmovingbox50x31x40brown,RENSAREwaterproofbag16x12x24cm/2.5l,GRSNYGGcarrierbagla57x37x39cm/71llbeige,RENSAREclothesbags3checkpattern/greyblack,PRKLAshoebag48x22,GRSNYGGstorcase55x49x19white/transparent,DUNDERGUBBEmovingbox64x34x40cm/80lbrown,PRKLAstorcase55x49x19"
1352323564,SMAKLIGinductionhob59IKEA500black
1352324166,SORTSrugflatwoven55x85lightgreen
1352324523,"RIBBANNframe50x23white,SANDSHULTbracket18x22aspen,BERGSHULTshelf80x20white"
1352324528,"MARIUSstool45white,SKUBBNboxs6white"
1352325156,BILLYNNNbookcs80x28x202white
1352325415,MICKEadd-onunithigh105x65black-brown
1352325678,JLLdryingrckin/outwhite
1352326702,KNIPSAbasket32x33x32seagrass
1352326757,FRIDANSblck-outrllrblnd200x195grey
1352326803,"SMSTADdrawerfrt60x30green,KONSTRUERAdrwrwithoutfront30x60white,SMSTADloftbdfrmwdsk+stor90x200white"
1352327052,"BEVARANsealclips30mixedcolours/mixedsizes,RINNIGteatowel45x60whidgrey/patterned4-p,DVALAfittsheetDBLlightgreyUK,DVALApwc50x80grey-green2-p,NEJLIKApwc74x75white,DVALANpwc50x80black2-p,RINNIGteatowel45x60white/green/patterned4-p,NEJLIKApillow74x75whiteGB,VILDKORNpillowhigh50x80GB,MALMchest/6drw80x123greystained,TROFASTframe34x44x56white,TROFASTNstorbox42x30x10white"
1352327215,MICKEadd-onunithigh105x65oakeffect
1352327476,"SKDIShookwhite5-p,SKDIShook19mmwhite5-p,SKDIShookwhite2-p,SKDISpgbrd36x56black,KOMPLsoftclsnghinge3-p,KOMPLsoftclsnghingefcornsect6-p,BERGSBOdoor50x195white,PAXwrdfrm100x58x201whiteN,KOMPLp-outtray50x58white,KOMPLclothesrail100white,PAXwrdfrm50x58x201whiteN,KOMPLshelf100x58white,PAXadd-oncrnrutw4shlvs53x58x201white"
1352327518,HAMPENrughighpile133x195grey
1352327541,"BERGSHULTshelf80x30brown-black,GRANHULTbracket30x12nickel-plated2-p,GRANHULTjointingbracket30x12nickel-plated,HEMNESchest/2drw54x66greystained,NORDLImdlrchstof3drwrs40x68anthracite,NORDLItop+plnth80x47anthracite,HEMNESchest/8drw160x96greystained,NORDLItop+plnth40x47anthracite,NORDLImdlrchstof2drwrs80x45anthracite"
1352327796,RFFELBJRKvase20mother-of-pearlcolour
1352328408,"KUNGSFORSmagneticclipstainlesssteel3-p,VINDSTYRKAairqualitysensorsmartEU"
1352329857,"STDJAcutlerytray51x50white,KORKENbttlewstppr0.5lclgls/pattlyel,TRYGGservbowl28clearglass,HULTARPcontainer31x16black/mesh,FEJKAartiptpl9in/out/Stringofbananashang,KORKENbttlewstppr1lbrown,KORKENbttlewstppr1lclearglass,KORKENjar/lid13clclearglass3-p,FEJKAartpottplntwpots35in/outdoorherbs,SAGOGRYNplantpot9grey/handmade,KORKENjar/lid1lclearglass,TOLKNINGbskthangs2handmadebamboo,KORKENjar/lid0.5lclearglass,FEJKAartifipttdplant9in/outhanging/eucal,HGAFFELwallhook3-p,KORKENjar/lid2lclearglass,IKEA365+carafewstppr1lclearglass/cork,FEJKAartpttdplntwpot6in/outwhi/green,OBSERVATRclip-onbasketgrey-brown,TENHULTstepstool43x40x50bamboo"
1352330031,KULLENNchest/6drw140x72white
1352330478,"BLDDRAbox33x38x33grey,DRNAbox33x38x33black,KALLAXshelvingunit77x147white"
1352330516,"MUSIKwlllmpchrome-platedGB,SOLHETTAE14250lmglobeopalwhi2-pUK,MALMdresstbl120x41white,NISSEDALmirror65x65white"
1352330819,"RIBBANNframe10x15black,RIBBANframe10x15white,HACKShandle300mmwhite2-p,LACKNwllshlf110x26white,KOMPLsoftclsnghinge3-p,KOMPLNdrawer50x58white,KLIPPANfrmso2liningclothGB,KOMPLshelf50x58white,KLIPPANcvrfso2FlackarpmediumgreyGB,PAXwrdfrm50x58x201whiteN,FARDALdoor50x195high-glosswhite,KOMPLclothesrail50white"
1352330873,MALMNchest/4drw80x100high-glosswhite
1352331030,"SKUBBNboxs6white,KULLENNNchest/5drw70x112white,MALMhdbrdcvrw2pllwsStanKgIdekulladgreyGB"
1352331942,DRNANbox33x38x33darkgrey
1352332569,"KOLONNfloorprotector120x100,LNESPELAREringlightwphonehldr,KOPPLAN3-prtUSBchrgrwhiteGB"
1352333239,"BEKANTtbltp160x80whitestainedoakveneer,BEKANTufrmsi/stftbltopel160x80whiteGB"
1352333923,"MALMNchest/4drw80x100whiteN,BRIMNESNwardrobe/3drs117x190white,MALMNchest/6drw160x78whiteN,GONATTNcotwdrwr70x140white"
1352334816,"ALEXdrawerut36x70white,ADILSlegwhite"
1352334982,"SKUBBNboxs6white,BILLYNNNbookcs40x28x106black-brown,MALMNchest/3drw40x78black-brown"
1352335931,ALEXdrawerut36x70white
1352336797,"FRSEGLAcoaster9bamboo2-p,NACKANStable80acacia,KLINTENchrbrown/KilandalightbeigeGB"
1352337147,"ELDTORNroomdarkcrtns1pr145x250grey-turq,KORSNINGrugflatwin/out200x300yel/pk/striped"
1352337268,"LURYslatbdbseStanDblGB,IDANSbedfrmStanDbldarkbrownstainedGB"
1352337796,"KALLRRhandle405mmstainlesssteel2-p,KOMPLsoftclsnghinge3-p,BERGSBOdoor50x195white,KOMPLshelf50x58white,KOMPLclothesrail75white,PAXwrdfrm50x58x201whiteN,KOMPLshelf75x58white"
1352338939,HYLLISshelvut40x27x183in/outdoor
1352339784,"IDANSwrd121x211darkbrownstained,IDANSbdstable47x40darkbrownstained,IDANSopenward59x211darkbrownstained"
1352340188,"BEKRFTAcurtainrodset120-210cm19mmblack,BEKRFTAdblcrtnrodset120-210cm19mmblack"
1352340212,"DELLVTRDLEDblckcndl14white/indoor,LOCKIGchildren'spottywhite/green,YLLEVADframe21x30white,TOFTLUNDrug55x85lightgreen"
1352340302,BSTISlintrollerrefill4-p
1352340803,ALEXdrawerut36x70white
1352341232,KULLENNNchest/5drw70x112white
1352342194,RANNSTVbnchwdrs178x42black/blackglass
1352342236,DJUNGELSKOGsofttoybrownbear
1352342648,"KALASNNmugmixedcolours,OLIVBLADplantstand35in/outdoorblack,TJABBAmagazfilewhite2-p,KALASNNbowlmixedcolours6-p,FEJKAartifipttdplant12in/outdoorMonstera,SLIBBhangclthspeg8-p,DRNANbox33x38x33darkgrey,KALLAXshelvingunit77x77white,DRNAbox33x38x33black,KALLAXshelvingunit77x147white"
1352343197,KALLAXshelvingunit112x147whstoakeff
1352344352,"NYPONplantpot24in/outdoorgrey,FEJKAartifipttdplant23in/outKentiapalm"
1352344737,"KALLAXNshelvingunit77x147whstoakeff,TROFASTstortraywcomp42x30x5grey,KOMPLclothesrail75darkgrey,KOMPLmeshbskt75x58white,AULI4pnlsfsldngdrfrm75x236mirrorglass,KOMPLp-outrailfbskt58white2-p,MEHAMN4pnlsfsldngdrfrm75x236wsoeff/wh,PAXNNsliddrspairfrmwrail150x236alum,PAXwrdfrm75x58x236whitestainedoakeffect,KOMPLshelf75x58wsoeff"
1352344748,"KOMPLinsfjwllry25x53x5lightgrey,KOMPLinsertwcomp40x53x5lightgrey,KOMPLinsertw4comp25x53x5lightgrey,AULI4pnlsfsldngdrfrm100x201mirrorglass,KOMPLshelf100x58wsoeff,PAXwrdfrm50x58x201whitestainedoakeffect,KOMPLp-outtray100x58wsoeff,KOMPLclothesrail100white,PAXwrdfrm100x58x201whitestainedoakeffect,KOMPLNdrawer50x58wsoeff,KOMPLglassshelf100x58wsoeff,KOMPLNdrawer100x58wsoeff,KOMPLshelf50x58wsoeff,PAXNNsliddrspairfrmwrail200x201alum"
1352345128,"GOboxwlids524x20x10smoked,GONleg15/25round/stainlesssteel,LINDBYNmirror80black,GOwash-stndw2drws60x47x58high-glosswhite,TOLKENcountertop62x49bamboo,DALSKRNwsh-bsnmxtp/schrome-platedGB,GONhighcabinet40x32x192high-glosswhite,TRNVIKENcounttpwash-basin45white"
1352345279,"BUMERANGhangernatural8-p,TJUSIGhangerfdr/wll60black,HVOLMrckw6knbdarkbrown/wood"
1352345286,MALMchest/6drw80x123greystained
1352346034,"STORHETchampagnecoupe30clclearglass,FENOMENNunscentedblckcndls5natural"
1352346644,"KOMPLNdrawer50x58white,KOMPLsoftclsnghinge4-p,KOMPLclothesrail100white,KOMPLshelf50x58white,PAXwrdfrm100x58x236whiteN,FARDALdoor50x229high-glosslightgrey,KOMPLshelf100x58white,PAXwrdfrm50x58x236whiteN,UTRUSTApushopener2-p,HEIMdoor50x229mirrorglass,KOMPLNdrawer100x58white,KOMPLclothesrail50white"
1352346946,"KALLAXNshelvingunit77x147whstoakeff,DRNANbox33x38x33darkgrey,STUBBARPlegwhitestainedoakeffect2-p,KALLAXinsertwdoor33x33whitestainedoakeffe,KALLAXinsertw2drw33x33whitestainedoakeffe"
1352346973,"IDENTITETcutlerys16stainlesssteel,FILURbinwlid42lwhite,SPRUTTIGhangerblack10-p,RINNIGteatowel45x60whidgrey/patterned4-p,OFTASTplate25white,KORKENjar/lid1lclearglass,BOLMENtoilbrshhldrblack,DIMFORSENbthsheet100x150turquoise,DIMFORSENhandtowel50x100turquoise,REKOglass17clclearglass6-p,OFTASTbowl15white,ALSTERNbathmat50x80lightgrey-green"
1352348049,"ALEXdrawerut36x70white,LAGKAPTENtbltp140x60white"
1352348057,"VERSIDANLEDwrdlghtstrpwsensor96dimwhiUK,KOMPLshoeinsertfp-outtray100x35lgrey,KOMPLsoftclsnghinge3-p,KOMPLmeshbskt50x35white,BERGSBOdoor50x195white,PAXwrdfrm100x58x201whiteN,KOMPLclothesrail100white,KOMPLp-outrailfbskt35white2-p,KOMPLp-outtray100x58white,KOMPLglassshelf100x58white,KOMPLNdrawer100x58white"
1352348393,"KALLAXshelvingunit112x147white,KALLAXshelvingunit77x77white,KALLAXinsertwdoor33x33white,DRNAbox33x38x33white"
1352349514,"PEPPRIGmicrofibercloth28x283-p,ISTADNresealablebaggrey/white50-p,IKEA365+lidrectangular/plastic,IKEA365+foodcntnr1.0lrectangular/glass,IKEA365+dryfoodjarwlid1,3ltrp/white,IKEA365+dryfoodjarwlid2,3ltrp/white"
1352349941,"HEMNESchest/2drw54x66greystained,HEMNESNchest/3drw108x96greystained,KOMPLsoftclsnghinge3-p,KOMPLmeshbskt50x58white,BERGSBOdoor50x195white,PAXwrdfrm100x58x201whiteN,KOMPLclothesrail100white,KOMPLp-outrailfbskt58white2-p,KOMPLshelf50x58white,KOMPLdividerffrms75-100x58white,PAXwrdfrm50x58x201whiteN"
1352350139,STOENSEruglowpile200x300off-white
1352350845,"BRANSNNbasket32x34x32rattan,KALLAXshelvingunit147x147white,FLISATchildren'sstool24x24x28,KALLAXNinsertwdoor33x33palepink,KALLAXNNinsertw2drw33x33palepink,FLISATchildren'stable83x58,TROFASTNstorbox42x30x10white"
1352352251,"GUBBARPhandle116mmwhite2-p,HJLPAadjclthsrail60-100white,HJLPAstandardhinges1-p,HJLPAsusprail55white2-p,FONNESdoor40x180white,LTTHETlegadjustablewhite4-p,FONNESdoor60x180white,PLATSAframe60x55x180white,PLATSAframe80x55x180white,HJLPAshelf60x55white"
1352353356,"BAGGANSknob21mmbrass-colour2-p,FRNIMMANpowersuppcrd3.5mGB,BUMERANGhangerwhite,VERSIDANLEDwrdlghtstrpwsensor96dimbeiUK,MALMdresstbl120x41white,KOMPLinsfjwllry25x53x5lightgrey,KOMPLinsertw4comp25x53x5lightgrey,KOMPLinsertw4comp15x53x5lightgrey,KOMPLmeshbskt100x58white,KOMPLdrwrwglssfrnt100x58white,KOMPLsoftclsnghinge4-p,KOMPLclothesrail100white,KOMPLp-outrailfbskt58white2-p,PAXwrdfrm100x58x236whiteN,FLISBERGETdoor50x229lightbeige,KOMPLp-outtray100x58white,KOMPLglassshelf100x58white,KOMPLshelf100x58white,KOMPLNdrawer100x58white"
1352353393,"FISKBOframe40x50white,BILDposter40x50pinklipstick2-p,KOMPLclothesrail100white,PAXwrdfrm100x58x236whiteN,KOMPLshelf100x58white,KOMPLNdrawer100x58white"
1352355575,"KALLRRhandle213mmstainlesssteel2-p,MALMNchest/6drw80x123whiteN,KOMPLsoftclsnghinge3-p,PAXwrdfrm100x58x201whiteN,KOMPLclothesrail100white,FORSANDNdoor50x195white,KOMPLshelf100x58white"
1352357858,KULLENNNchest/5drw70x112white
1352357901,"KOMPLshelf100x35white,KOMPLshelf50x35white,KOMPLshelf100x58white"
1352358291,"ENHETlegsffrm23.5white2-p,ENHETbsfrwshlvs60x40x60white"
1352358599,"SAMLAbox39x28x14cm/11ltransparent,EDSBRUKframe50x70blackstained,SAMLANlidfbox11/22ltransparent,UTRUSTAhinge952-p"
1352358794,"LURYslatbdbseStanDblGB,IDANSbedfrmStanDbldarkbrownstainedGB"
1352359293,"SONGESANDwardrobe120x60x191white,EKENSETso3KilandalightbeigeGB"
1352359476,"SNRPApedalbin5lstainlesssteel,SNJONKVILLshowcurtain180x180white/green,TISKENtwlrckwsuctioncupwhite,TISKENtoiletrllhldrwsuctioncupwhite,FLODBJRKplantpot24in/outdoorlgrey-brn,STDJAcutlerytray31x50white,PAMPIGkitchenrollholderbeech,TISKENhookwsuctioncupwhite2-p,BONScontainerwsuctioncupgrey-green"
1352360148,"IKEA365+foodcntnr600mlsquare/glass,UPPFYLLDsaladspinnerwhite,IKEA365+lidsquare/bamboo,RAFFIGfinials1pairblack,HUGADcurtainrod120-210black,RCKAcurtainrod120-210black,SKUBBboxs6darkgrey,TONSTTAvase27grey,BETYDLIGcrtnrodhldrblack,IKEA365+foodcntnr400mlround/glass,GOminichst/2drw23x19x9smoked,GANSJNbthrs3,BETYDLIGwll/clngbrcktblack,IKEA365+lidround/bamboo,KROKFJORDENtoilrollstndzincplated,LURYslatbdbseStanDblGB,OLIVBLADplantstand58in/outdoorblack,SAGSTUAhead+footbStanDblblackGB,SAGSTUAbedsidesFU/DBL/TW/SIblack,SKORVAmidbeamgalvanised"
1352360676,RIBBAframewposter50x70stackedcolours
1352368779,"KOMPLinsfjwllry25x53x5lightgrey,BILLSBROhandle120mmwhite2-p,KOMPLinsertw4comp25x53x5lightgrey,KOMPLinsertw4comp15x53x5lightgrey,KOMPLsoftclsnghinge3-p,MEHAMN4pnlsfsldngdrfrm100x201wsoeff/wh,AULI4pnlsfsldngdrfrm100x201mirrorglass,KOMPLNdrawer50x58white,PAXwrdfrm100x58x201whiteN,KOMPLp-outtray50x58white,KOMPLdrwrwglssfrnt100x58white,KOMPLclothesrail100white,KOMPLshelf50x58white,PAXNNsliddrspairfrmwrail200x201white,FORSANDNdoor50x195white,PAXwrdfrm50x58x201whiteN,KOMPLp-outtray100x58white,KOMPLglassshelf100x58white,KOMPLshelf100x58white,KOMPLNdrawer100x58white,KOMPLclothesrail50white"
1352369913,KOLBJRNcabinetin/out80x81brown-red
1352370285,LILLVIKENwatertrap/strainer2bowls
1352371421,"KOMPLshelf100x58white,KOMPLclothesrail100white,KOMPLNdrawer100x58white"
1352372348,LOMMARPbookcs65x199lightbeige
1352374477,GODISHUSwardrobe60x51x178white
1352375279,KOMPLshelf75x58white
1352384187,KOMPLclothesrail100white
1352384601,"KOMPLdrwrwglssfrnt50x58white,KOMPLNdrawer50x58white"
1352394471,"ENHETbscbfovenwdrw60x60x75white,ENHETdrwrfrntfbscbfov60x14grey,ENHETbscbw3drwrs40x60x75white,ENHETdrawerfrt40x15grey,ENHETdrawerfrt40x30greyframe2-p,ENHETlegsfcb12.5anthracite2-p"
1352394914,"KOMPLdividerffrms75-100x58white,KOMPLNdrawer50x58white"
1352397032,"PAXwrdfrm50x58x236whiteN,KOMPLsoftclsnghinge4-p,BERGSBOdoor50x229white,KOMPLshelf50x58white,KOMPLclothesrail50white"
1352397625,"KOMPLclothesrail100white,KOMPLmeshbskt100x58white,KOMPLp-outrailfbskt58white2-p"
1352398122,KOMPLclothesrail75white
1352404702,"SVARTNORApendlmp38stainlesssteeleffect,VEDDINGEdoor60x80white,VEDDINGEdoor60x140white,UTRUSTAconnfittfdrs,MEfrmfrdg/frtp60x60x40white,MEleg84-p,FRBTTRANNplinth220x8white,UTRUSTAp-olarder,MEsusprl200galvanised,VEDDINGEdoor60x40white,FRBTTRAcvrpnl62x240white,MEframehicb60x60x220white"
1352406389,KOMPLshelf100x58wsoeff
1352408336,KOMPLp-outtray50x58white
1352408441,IDANSuphottomanbedStanDblGunnareddgreyGB
1352416139,"PAXwrdfrm75x58x201whiteN,KOMPLclothesrail75white"
1352417129,"BAGGANSknob21mmblack2-p,KALLAXshelvingunit147x147white,KALLAXufrm146x39x18white,KOMPLsoftclsnghinge3-p,KOMPLmeshbskt100x58white,BERGSBOdoor50x195white,PAXwrdfrm100x58x201whiteN,KOMPLclothesrail100white,KOMPLp-outrailfbskt58white2-p,KOMPLshelf50x58white,PAXwrdfrm50x58x201whiteN,KOMPLp-outtray100x58white,KOMPLglassshelf100x58white,KOMPLshelf100x58white,HEIMdoor50x195mirrorglass,KOMPLNdrawer100x58white,MALMNottomanbedStanKgwhiteGB"
1352418434,MEHAMN4pnlsfsldngdrfrm100x236oakeff/lgrey
1352418644,"KOMPLshelf100x58white,KOMPLmeshbskt100x58white,KOMPLmeshbskt50x35white,KOMPLp-outrailfbskt58white2-p,KOMPLp-outrailfbskt35white2-p"
1352419147,"PAXwrdfrm50x58x236whiteN,KOMPLshelf50x58white,KOMPLp-outrailfbskt58white2-p,KOMPLmeshbskt50x58white,KOMPLsoftclsnghinge4-p,GRIMOdoor50x229grey,PAXwrdfrm75x58x236whiteN,KOMPLshelf75x58white,KOMPLclothesrail75white,HEIMdoor25x229mirrorglass"
1352420094,KOMPLshelf50x35white
1352421767,"PAXwrdfrm100x58x201whiteN,KOMPLsoftclsnghinge3-p,BERGSBOdoor50x195white,KOMPLclothesrail100white,KOMPLshelf100x58white"
1352423016,UTRUSTApushopener2-p
1352423136,MALMNchest/3drw80x78whitestainedoakveneer
1352425241,NORDLIbedfrmwstorage160x200cmwhite
1352426276,"MYDALNbnkbdfrm90x200white,LURYslatbdbseStanKgGB,MALMbedstoragebox200white2-p,KALLRRhandle213mmstainlesssteel2-p,MALMNbedfrmhighStanKgwhiteGB,SKORVAmidbeamgalvanised,KOMPLsoftclsnghinge3-p,KOMPLmeshbskt50x58white,PAXwrdfrm50x58x201whitestainedoakeffect,KOMPLmeshbskt75x58white,KOMPLp-outrailfbskt58white2-p,KOMPLclothesrail75white,VIKEDALNdoor25x195mirrorglass,KOMPLNdrawer50x58wsoeff,KOMPLshelf75x58wsoeff,KOMPLshelf50x58wsoeff,FARDALdoor50x195high-glosswhite,PAXwrdfrm75x58x201whitestainedoakeffect,KOMPLNdrawer75x58wsoeff,KOMPLclothesrail50white"
1352433322,ENHETwallfrwshlvs60x15x75anthracite
1352433525,UTRUSTANNhingewb-indmprfktchn1102-p
1352433830,"HJLPAdrwrwithoutfront80x55white,HJLPAshelf60x40white,PLATSAframe80x55x40white,PLATSAframe80x40x40white,HJLPAshelf80x40white,LTTHETlegadjustablewhite4-p,PLATSAframe60x40x120white,HJLPAshelf80x55white,PLATSAopenshlvgut60x40x60white,HJLPAdrwrwithoutfront60x40white,PLATSAframe80x55x180white"
1352436075,SKRUVBYcfftbl60x60white
1352437072,"KOMPLclothesrail100white,KOMPLmeshbskt100x58white,KOMPLp-outrailfbskt58white2-p"
1352444207,"PAXwrdfrm75x35x201whiteN,KOMPLp-outtray75x35white,KOMPLdrawer75x35white,KOMPLclothesrail75x35white,KOMPLshelf75x35white"
1352447488,KOMPLp-outtray75x58white
1352447546,"EKTORPcvrfso3HallarpbeigeGB,EKTORPcvrfachHallarpbeigeGB"
1352455928,"KOMPLp-outtray50x35white,KOMPLdrawer50x35white"
1352456223,KALLHLLgatelegtblwstor33/89/145x98whi/lgrey
1352465240,"KOMPLshelf50x35white,KOMPLglassshelf50x58white,KOMPLmeshbskt50x35white,KOMPLclothesrail50white"
1352471135,"KOMPLclothesrail100darkgrey,KOMPLshelf100x58darkgrey"
1352473526,LILLVIKENwatertrap/strainer2bowls
