ISELL_ORDER_NUMBER,PICK_ID,ARTNO,ARTNAME_UNICODE,ORDER_TYPE,PICK_AREA
1352344748,60489,40201723,PAXwrdfrm100x58x201whitestainedoakeffect,Truck,FullServeinternal
1352344748,60489,50246306,KOMPLNdrawer50x58wsoeff,Truck,FullServeinternal
1352344748,60489,60257648,KOMPLglassshelf100x58wsoeff,Truck,FullServeinternal
1352344748,60489,70246348,KOMPLNdrawer100x58wsoeff,Truck,FullServeinternal
1352344748,60489,70277981,KOMPLshelf50x58wsoeff,Truck,FullServeinternal
1352344748,60489,80458189,PAXNNsliddrspairfrmwrail200x201alum,Truck,FullServeinternal
1352344737,60491,256944,KOMPLclothesrail75darkgrey,Collect,FullServeinternal
1352344737,60491,20257315,KOMPLmeshbskt75x58white,Collect,FullServeinternal
1352344737,60491,30211275,AULI4pnlsfsldngdrfrm75x236mirrorglass,Collect,FullServeinternal
1352344737,60491,30263245,KOMPLp-outrailfbskt58white2-p,Collect,FullServeinternal
1352344737,60491,40421188,MEHAMN4pnlsfsldngdrfrm75x236wsoeff/wh,Collect,FullServeinternal
1352344737,60491,40458186,PAXNNsliddrspairfrmwrail150x236alum,Collect,FullServeinternal
1352344737,60491,50183993,PAXwrdfrm75x58x236whitestainedoakeffect,Collect,FullServeinternal
1352344737,60491,50277977,KOMPLshelf75x58wsoeff,Collect,FullServeinternal
1352345279,60492,30238543,BUMERANGhangernatural8-p,Collect,Markethall
1352345279,60492,40242653,TJUSIGhangerfdr/wll60black,Collect,Markethall
1352345279,60492,40534835,HVOLMrckw6knbdarkbrown/wood,Collect,Markethall
1352345286,60493,40482515,MALMchest/6drw80x123greystained,Collect,SelfServe
1352346034,60494,80342882,STORHETchampagnecoupe30clclearglass,Collect,Markethall
1352346034,60494,80377937,FENOMENNunscentedblckcndls5natural,Collect,Markethall
1352433322,60495,80448968,ENHETwallfrwshlvs60x15x75anthracite,Customer,FullServeinternal
1352418644,60496,70277957,KOMPLshelf100x58white,Customer,FullServeinternal
1352418644,60496,257298,KOMPLmeshbskt100x58white,Customer,FullServeinternal
1352418644,60496,257302,KOMPLmeshbskt50x35white,Customer,FullServeinternal
1352418644,60496,30263245,KOMPLp-outrailfbskt58white2-p,Customer,FullServeinternal
1352418644,60496,60263244,KOMPLp-outrailfbskt35white2-p,Customer,FullServeinternal
1352433525,60497,80524882,UTRUSTANNhingewb-indmprfktchn1102-p,AfterSales,FullServeinternal
1352346946,60500,324518,KALLAXNshelvingunit77x147whstoakeff,Collect,SelfServe
1352346946,60500,10443974,DRNANbox33x38x33darkgrey,Collect,SelfServe
1352346946,60500,20293568,STUBBARPlegwhitestainedoakeffect2-p,Collect,SelfServe
1352346946,60500,30324507,KALLAXinsertwdoor33x33whitestainedoakeffe,Collect,SelfServe
1352346946,60500,50324511,KALLAXinsertw2drw33x33whitestainedoakeffe,Collect,SelfServe
1352426276,60498,20467629,MYDALNbnkbdfrm90x200white,Truck,SelfServe
1352426276,60498,30278727,LURYslatbdbseStanKgGB,Truck,SelfServe
1352426276,60498,40249541,MALMbedstoragebox200white2-p,Truck,SelfServe
1352426276,60498,50357002,KALLRRhandle213mmstainlesssteel2-p,Truck,SelfServe
1352426276,60498,60261103,MALMNbedfrmhighStanKgwhiteGB,Truck,SelfServe
1352426276,60498,90124534,SKORVAmidbeamgalvanised,Truck,SelfServe
1352426276,60499,214505,KOMPLsoftclsnghinge3-p,Truck,FullServeinternal
1352426276,60499,10257306,KOMPLmeshbskt50x58white,Truck,FullServeinternal
1352426276,60499,20201724,PAXwrdfrm50x58x201whitestainedoakeffect,Truck,FullServeinternal
1352426276,60499,20257315,KOMPLmeshbskt75x58white,Truck,FullServeinternal
1352426276,60499,30263245,KOMPLp-outrailfbskt58white2-p,Truck,FullServeinternal
1352426276,60499,40256895,KOMPLclothesrail75white,Truck,FullServeinternal
1352426276,60499,40301124,VIKEDALNdoor25x195mirrorglass,Truck,FullServeinternal
1352426276,60499,50246306,KOMPLNdrawer50x58wsoeff,Truck,FullServeinternal
1352426276,60499,50277977,KOMPLshelf75x58wsoeff,Truck,FullServeinternal
1352426276,60499,70277981,KOMPLshelf50x58wsoeff,Truck,FullServeinternal
1352426276,60499,90190524,FARDALdoor50x195high-glosswhite,Truck,FullServeinternal
1352426276,60499,90201725,PAXwrdfrm75x58x201whitestainedoakeffect,Truck,FullServeinternal
1352426276,60499,90246328,KOMPLNdrawer75x58wsoeff,Truck,FullServeinternal
1352426276,60499,90256893,KOMPLclothesrail50white,Truck,FullServeinternal
1352398122,60501,40256895,KOMPLclothesrail75white,Customer,FullServeinternal
1352404702,60502,50504772,SVARTNORApendlmp38stainlesssteeleffect,Truck,Markethall
1352404702,60503,20205430,VEDDINGEdoor60x80white,Truck,FullServeinternal
1352404702,60503,30212406,VEDDINGEdoor60x140white,Truck,FullServeinternal
1352404702,60503,30366917,UTRUSTAconnfittfdrs,Truck,FullServeinternal
1352404702,60503,40205537,MEfrmfrdg/frtp60x60x40white,Truck,FullServeinternal
1352404702,60503,40205599,MEleg84-p,Truck,FullServeinternal
1352404702,60503,40327505,FRBTTRANNplinth220x8white,Truck,FullServeinternal
1352404702,60503,50515346,UTRUSTAp-olarder,Truck,FullServeinternal
1352404702,60503,60205664,MEsusprl200galvanised,Truck,FullServeinternal
1352404702,60503,60208238,VEDDINGEdoor60x40white,Truck,FullServeinternal
1352404702,60503,60297885,FRBTTRAcvrpnl62x240white,Truck,FullServeinternal
1352404702,60503,90212564,MEframehicb60x60x220white,Truck,FullServeinternal
1352346973,60504,453058,IDENTITETcutlerys16stainlesssteel,Collect,Markethall
1352346973,60504,20193899,FILURbinwlid42lwhite,Collect,Markethall
1352346973,60504,20317079,SPRUTTIGhangerblack10-p,Collect,Markethall
1352346973,60504,20476346,RINNIGteatowel45x60whidgrey/patterned4-p,Collect,Markethall
1352346973,60504,30258913,OFTASTplate25white,Collect,Markethall
1352346973,60504,50213546,KORKENjar/lid1lclearglass,Collect,Markethall
1352346973,60504,60159520,BOLMENtoilbrshhldrblack,Collect,Markethall
1352346973,60504,60512861,DIMFORSENbthsheet100x150turquoise,Collect,Markethall
1352346973,60504,60512875,DIMFORSENhandtowel50x100turquoise,Collect,Markethall
1352346973,60504,80094014,REKOglass17clclearglass6-p,Collect,Markethall
1352346973,60504,80258915,OFTASTbowl15white,Collect,Markethall
1352346973,60504,90488143,ALSTERNbathmat50x80lightgrey-green,Collect,Markethall
1350878346,60505,70509132,PAXwrdfrm50x58x236darkgrey,Customer,FullServeinternal
1350878346,60505,30214504,KOMPLsoftclsnghinge4-p,Customer,FullServeinternal
1350878346,60505,20510939,BERGSBOdoor50x229darkgrey,Customer,FullServeinternal
1350878346,60505,90509145,KOMPLshelf50x58darkgrey,Customer,FullServeinternal
1350878346,60505,10509125,PAXwrdfrm100x58x236darkgrey,Customer,FullServeinternal
1350878346,60505,60509142,KOMPLshelf100x58darkgrey,Customer,FullServeinternal
1350878346,60505,80256940,KOMPLclothesrail100darkgrey,Customer,FullServeinternal
1350878346,60505,10263232,KOMPLp-outrailfbskt58darkgrey2-p,Customer,FullServeinternal
1350878346,60505,40257296,KOMPLmeshbskt100x58darkgrey,Customer,FullServeinternal
1352348057,60506,70529088,VERSIDANLEDwrdlghtstrpwsensor96dimwhiUK,Truck,Markethall
1352348393,60510,10409932,KALLAXshelvingunit112x147white,Truck,SelfServe
1352348393,60510,20275814,KALLAXshelvingunit77x77white,Truck,SelfServe
1352348393,60510,20278167,KALLAXinsertwdoor33x33white,Truck,SelfServe
1352348393,60510,40217955,DRNAbox33x38x33white,Truck,SelfServe
1352348057,60507,10446557,KOMPLshoeinsertfp-outtray100x35lgrey,Truck,SelfServe
1352348057,60508,214505,KOMPLsoftclsnghinge3-p,Truck,FullServeinternal
1352348057,60508,257302,KOMPLmeshbskt50x35white,Truck,FullServeinternal
1352348057,60508,20207410,BERGSBOdoor50x195white,Truck,FullServeinternal
1352348057,60508,20214566,PAXwrdfrm100x58x201whiteN,Truck,FullServeinternal
1352348057,60508,30256891,KOMPLclothesrail100white,Truck,FullServeinternal
1352348057,60508,60263244,KOMPLp-outrailfbskt35white2-p,Truck,FullServeinternal
1352348057,60508,70246386,KOMPLp-outtray100x58white,Truck,FullServeinternal
1352348057,60508,70257638,KOMPLglassshelf100x58white,Truck,FullServeinternal
1352348057,60508,90246352,KOMPLNdrawer100x58white,Truck,FullServeinternal
1352348049,60509,473546,ALEXdrawerut36x70white,Collect,SelfServe
1352348049,60509,40460815,LAGKAPTENtbltp140x60white,Collect,SelfServe
1352346644,60511,10246308,KOMPLNdrawer50x58white,Truck,FullServeinternal
1352346644,60511,30214504,KOMPLsoftclsnghinge4-p,Truck,FullServeinternal
1352346644,60511,30256891,KOMPLclothesrail100white,Truck,FullServeinternal
1352346644,60511,30277959,KOMPLshelf50x58white,Truck,FullServeinternal
1352346644,60511,50214560,PAXwrdfrm100x58x236whiteN,Truck,FullServeinternal
1352346644,60511,50330606,FARDALdoor50x229high-glosslightgrey,Truck,FullServeinternal
1352346644,60511,70277957,KOMPLshelf100x58white,Truck,FullServeinternal
1352346644,60511,80214568,PAXwrdfrm50x58x236whiteN,Truck,FullServeinternal
1352346644,60511,80230224,UTRUSTApushopener2-p,Truck,FullServeinternal
1352346644,60511,80410055,HEIMdoor50x229mirrorglass,Truck,FullServeinternal
1352346644,60511,90246352,KOMPLNdrawer100x58white,Truck,FullServeinternal
1352346644,60511,90256893,KOMPLclothesrail50white,Truck,FullServeinternal
1352437072,60512,30256891,KOMPLclothesrail100white,Customer,FullServeinternal
1352437072,60512,257298,KOMPLmeshbskt100x58white,Customer,FullServeinternal
1352437072,60512,30263245,KOMPLp-outrailfbskt58white2-p,Customer,FullServeinternal
1352436075,60513,40531988,SKRUVBYcfftbl60x60white,Customer,FullServeinternal
1352408336,60514,20246360,KOMPLp-outtray50x58white,Customer,FullServeinternal
1352349514,60515,10499517,PEPPRIGmicrofibercloth28x283-p,Collect,Markethall
1352349514,60515,50342237,ISTADNresealablebaggrey/white50-p,Collect,Markethall
1352349514,60515,50361792,IKEA365+lidrectangular/plastic,Collect,Markethall
1352349514,60515,70359199,IKEA365+foodcntnr1.0lrectangular/glass,Collect,Markethall
1352349514,60515,80066723,"IKEA365+dryfoodjarwlid1,3ltrp/white",Collect,Markethall
1352349514,60515,90066708,"IKEA365+dryfoodjarwlid2,3ltrp/white",Collect,Markethall
1352345128,60516,50400270,GOboxwlids524x20x10smoked,Collect,Markethall
1352345128,60517,30349838,GONleg15/25round/stainlesssteel,Collect,SelfServe
1352345128,60517,50458614,LINDBYNmirror80black,Collect,SelfServe
1352345128,60517,80195536,GOwash-stndw2drws60x47x58high-glosswhite,Collect,SelfServe
1352433830,60519,330982,HJLPAdrwrwithoutfront80x55white,Customer,FullServeinternal
1352433830,60519,331161,HJLPAshelf60x40white,Customer,FullServeinternal
1352433830,60519,10330948,PLATSAframe80x55x40white,Customer,FullServeinternal
1352433830,60519,10330953,PLATSAframe80x40x40white,Customer,FullServeinternal
1352433830,60519,10331165,HJLPAshelf80x40white,Customer,FullServeinternal
1352433830,60519,20331198,LTTHETlegadjustablewhite4-p,Customer,FullServeinternal
1352433830,60519,30330947,PLATSAframe60x40x120white,Customer,FullServeinternal
1352433830,60519,40331164,HJLPAshelf80x55white,Customer,FullServeinternal
1352433830,60519,40452575,PLATSAopenshlvgut60x40x60white,Customer,FullServeinternal
1352433830,60519,60330984,HJLPAdrwrwithoutfront60x40white,Customer,FullServeinternal
1352433830,60519,70330945,PLATSAframe80x55x180white,Customer,FullServeinternal
1352345128,60518,371270,TOLKENcountertop62x49bamboo,Collect,FullServeinternal
1352345128,60518,60281295,DALSKRNwsh-bsnmxtp/schrome-platedGB,Collect,FullServeinternal
1352345128,60518,80344065,GONhighcabinet40x32x192high-glosswhite,Collect,FullServeinternal
1352345128,60518,90291518,TRNVIKENcounttpwash-basin45white,Collect,FullServeinternal
1352349941,60520,392461,HEMNESchest/2drw54x66greystained,Truck,SelfServe
1352349941,60520,30460811,HEMNESNchest/3drw108x96greystained,Truck,SelfServe
1352349941,60521,214505,KOMPLsoftclsnghinge3-p,Truck,FullServeinternal
1352349941,60521,10257306,KOMPLmeshbskt50x58white,Truck,FullServeinternal
1352349941,60521,20207410,BERGSBOdoor50x195white,Truck,FullServeinternal
1352349941,60521,20214566,PAXwrdfrm100x58x201whiteN,Truck,FullServeinternal
1352349941,60521,30256891,KOMPLclothesrail100white,Truck,FullServeinternal
1352349941,60521,30263245,KOMPLp-outrailfbskt58white2-p,Truck,FullServeinternal
1352349941,60521,30277959,KOMPLshelf50x58white,Truck,FullServeinternal
1352349941,60521,60246396,KOMPLdividerffrms75-100x58white,Truck,FullServeinternal
1352349941,60521,70214559,PAXwrdfrm50x58x201whiteN,Truck,FullServeinternal
1352425241,60522,349849,NORDLIbedfrmwstorage160x200cmwhite,Customer,FullServeinternal
1352419147,60526,80214568,PAXwrdfrm50x58x236whiteN,Customer,FullServeinternal
1352419147,60526,30277959,KOMPLshelf50x58white,Customer,FullServeinternal
1352419147,60526,30263245,KOMPLp-outrailfbskt58white2-p,Customer,FullServeinternal
1352419147,60526,10257306,KOMPLmeshbskt50x58white,Customer,FullServeinternal
1352419147,60526,30214504,KOMPLsoftclsnghinge4-p,Customer,FullServeinternal
1352419147,60526,80435188,GRIMOdoor50x229grey,Customer,FullServeinternal
1352419147,60526,20214571,PAXwrdfrm75x58x236whiteN,Customer,FullServeinternal
1352419147,60526,90277961,KOMPLshelf75x58white,Customer,FullServeinternal
1352419147,60526,40256895,KOMPLclothesrail75white,Customer,FullServeinternal
1352419147,60526,414830,HEIMdoor25x229mirrorglass,Customer,FullServeinternal
1352350845,60523,138432,BRANSNNbasket32x34x32rattan,Truck,Markethall
1352350845,60524,30275861,KALLAXshelvingunit147x147white,Truck,SelfServe
1352350845,60524,40273593,FLISATchildren'sstool24x24x28,Truck,SelfServe
1352350845,60524,40496739,KALLAXNinsertwdoor33x33palepink,Truck,SelfServe
1352350845,60524,40496744,KALLAXNNinsertw2drw33x33palepink,Truck,SelfServe
1352350845,60524,50298418,FLISATchildren'stable83x58,Truck,SelfServe
1352350845,60524,80089239,TROFASTNstorbox42x30x10white,Truck,SelfServe
1352447488,60525,30246374,KOMPLp-outtray75x58white,Customer,FullServeinternal
1352417129,60527,90338417,BAGGANSknob21mmblack2-p,Truck,Markethall
1352417129,60528,30275861,KALLAXshelvingunit147x147white,Truck,SelfServe
1352417129,60528,40501892,KALLAXufrm146x39x18white,Truck,SelfServe
1352417129,60529,214505,KOMPLsoftclsnghinge3-p,Truck,FullServeinternal
1352417129,60529,257298,KOMPLmeshbskt100x58white,Truck,FullServeinternal
1352417129,60529,20207410,BERGSBOdoor50x195white,Truck,FullServeinternal
1352417129,60529,20214566,PAXwrdfrm100x58x201whiteN,Truck,FullServeinternal
1352417129,60529,30256891,KOMPLclothesrail100white,Truck,FullServeinternal
1352417129,60529,30263245,KOMPLp-outrailfbskt58white2-p,Truck,FullServeinternal
1352417129,60529,30277959,KOMPLshelf50x58white,Truck,FullServeinternal
1352417129,60529,70214559,PAXwrdfrm50x58x201whiteN,Truck,FullServeinternal
1352417129,60529,70246386,KOMPLp-outtray100x58white,Truck,FullServeinternal
1352417129,60529,70257638,KOMPLglassshelf100x58white,Truck,FullServeinternal
1352417129,60529,70277957,KOMPLshelf100x58white,Truck,FullServeinternal
1352417129,60529,80331930,HEIMdoor50x195mirrorglass,Truck,FullServeinternal
1352417129,60529,90246352,KOMPLNdrawer100x58white,Truck,FullServeinternal
1352417129,60529,90404822,MALMNottomanbedStanKgwhiteGB,Truck,FullServeinternal
1352352251,60530,336432,GUBBARPhandle116mmwhite2-p,Truck,SelfServe
1352352251,60530,40497828,HJLPAadjclthsrail60-100white,Truck,SelfServe
1352352251,60530,60331200,HJLPAstandardhinges1-p,Truck,SelfServe
1352352251,60530,60505511,HJLPAsusprail55white2-p,Truck,SelfServe
1352352251,60531,331057,FONNESdoor40x180white,Truck,FullServeinternal
1352352251,60531,20331198,LTTHETlegadjustablewhite4-p,Truck,FullServeinternal
1352352251,60531,40331055,FONNESdoor60x180white,Truck,FullServeinternal
1352352251,60531,50330951,PLATSAframe60x55x180white,Truck,FullServeinternal
1352352251,60531,70330945,PLATSAframe80x55x180white,Truck,FullServeinternal
1352352251,60531,90331166,HJLPAshelf60x55white,Truck,FullServeinternal
1352444207,60532,40211977,PAXwrdfrm75x35x201whiteN,Customer,FullServeinternal
1352444207,60532,90433990,KOMPLp-outtray75x35white,Customer,FullServeinternal
1352444207,60532,70246744,KOMPLdrawer75x35white,Customer,FullServeinternal
1352444207,60532,80446455,KOMPLclothesrail75x35white,Customer,FullServeinternal
1352444207,60532,70277995,KOMPLshelf75x35white,Customer,FullServeinternal
1352456223,60533,511223,KALLHLLgatelegtblwstor33/89/145x98whi/lgrey,Customer,FullServeinternal
1352353356,60535,338412,BAGGANSknob21mmbrass-colour2-p,Truck,Markethall
1352353356,60535,10446883,FRNIMMANpowersuppcrd3.5mGB,Truck,Markethall
1352353356,60535,70238541,BUMERANGhangerwhite,Truck,Markethall
1352353356,60535,90529087,VERSIDANLEDwrdlghtstrpwsensor96dimbeiUK,Truck,Markethall
1352350139,60534,20426808,STOENSEruglowpile200x300off-white,Truck,SelfServe
1352353356,60536,10203610,MALMdresstbl120x41white,Truck,SelfServe
1352353356,60536,30404028,KOMPLinsfjwllry25x53x5lightgrey,Truck,SelfServe
1352353356,60536,50404032,KOMPLinsertw4comp25x53x5lightgrey,Truck,SelfServe
1352353356,60536,70404026,KOMPLinsertw4comp15x53x5lightgrey,Truck,SelfServe
1352353356,60537,257298,KOMPLmeshbskt100x58white,Truck,FullServeinternal
1352353356,60537,20246708,KOMPLdrwrwglssfrnt100x58white,Truck,FullServeinternal
1352353356,60537,30214504,KOMPLsoftclsnghinge4-p,Truck,FullServeinternal
1352353356,60537,30256891,KOMPLclothesrail100white,Truck,FullServeinternal
1352353356,60537,30263245,KOMPLp-outrailfbskt58white2-p,Truck,FullServeinternal
1352353356,60537,50214560,PAXwrdfrm100x58x236whiteN,Truck,FullServeinternal
1352353356,60537,60344735,FLISBERGETdoor50x229lightbeige,Truck,FullServeinternal
1352353356,60537,70246386,KOMPLp-outtray100x58white,Truck,FullServeinternal
1352353356,60537,70257638,KOMPLglassshelf100x58white,Truck,FullServeinternal
1352353356,60537,70277957,KOMPLshelf100x58white,Truck,FullServeinternal
1352353356,60537,90246352,KOMPLNdrawer100x58white,Truck,FullServeinternal
1352353393,60538,300386,FISKBOframe40x50white,Truck,Markethall
1352353393,60538,20527732,BILDposter40x50pinklipstick2-p,Truck,Markethall
1352353393,60539,30256891,KOMPLclothesrail100white,Truck,FullServeinternal
1352353393,60539,50214560,PAXwrdfrm100x58x236whiteN,Truck,FullServeinternal
1352353393,60539,70277957,KOMPLshelf100x58white,Truck,FullServeinternal
1352353393,60539,90246352,KOMPLNdrawer100x58white,Truck,FullServeinternal
1352455928,60540,50433987,KOMPLp-outtray50x35white,Customer,FullServeinternal
1352455928,60540,30246722,KOMPLdrawer50x35white,Customer,FullServeinternal
1352447546,60541,20503571,EKTORPcvrfso3HallarpbeigeGB,Customer,FullServeinternal
1352447546,60541,90503558,EKTORPcvrfachHallarpbeigeGB,Customer,FullServeinternal
1352357901,60544,277989,KOMPLshelf100x35white,Collect,FullServeinternal
1352357901,60544,40277992,KOMPLshelf50x35white,Collect,FullServeinternal
1352357901,60544,70277957,KOMPLshelf100x58white,Collect,FullServeinternal
1352355575,60542,50357002,KALLRRhandle213mmstainlesssteel2-p,Truck,SelfServe
1352355575,60542,60403602,MALMNchest/6drw80x123whiteN,Truck,SelfServe
1352355575,60543,214505,KOMPLsoftclsnghinge3-p,Truck,FullServeinternal
1352355575,60543,20214566,PAXwrdfrm100x58x201whiteN,Truck,FullServeinternal
1352355575,60543,30256891,KOMPLclothesrail100white,Truck,FullServeinternal
1352355575,60543,60442383,FORSANDNdoor50x195white,Truck,FullServeinternal
1352355575,60543,70277957,KOMPLshelf100x58white,Truck,FullServeinternal
1352357858,60545,20393662,KULLENNNchest/5drw70x112white,Collect,SelfServe
1352358291,60546,459913,ENHETlegsffrm23.5white2-p,Collect,FullServeinternal
1352358291,60546,80448973,ENHETbsfrwshlvs60x40x60white,Collect,FullServeinternal
1352358599,60547,40102978,SAMLAbox39x28x14cm/11ltransparent,Collect,Markethall
1352358599,60547,50427632,EDSBRUKframe50x70blackstained,Collect,Markethall
1352358599,60547,90455086,SAMLANlidfbox11/22ltransparent,Collect,Markethall
1352358599,60548,20204647,UTRUSTAhinge952-p,Collect,FullServeinternal
1352420094,60549,40277992,KOMPLshelf50x35white,Customer,FullServeinternal
1352465240,60550,40277992,KOMPLshelf50x35white,Customer,FullServeinternal
1352465240,60550,257646,KOMPLglassshelf50x58white,Customer,FullServeinternal
1352465240,60550,257302,KOMPLmeshbskt50x35white,Customer,FullServeinternal
1352465240,60550,90256893,KOMPLclothesrail50white,Customer,FullServeinternal
1352471135,60551,80256940,KOMPLclothesrail100darkgrey,Customer,FullServeinternal
1352471135,60551,60509142,KOMPLshelf100x58darkgrey,Customer,FullServeinternal
1352359293,60554,90347351,SONGESANDwardrobe120x60x191white,Truck,SelfServe
1352358794,60552,50278726,LURYslatbdbseStanDblGB,Collect,SelfServe
1352358794,60553,90458914,IDANSbedfrmStanDbldarkbrownstainedGB,Collect,FullServeinternal
1352359293,60555,30533520,EKENSETso3KilandalightbeigeGB,Truck,FullServeinternal
1352359476,60556,10511208,SNRPApedalbin5lstainlesssteel,Collect,Markethall
1352359476,60556,20557413,SNJONKVILLshowcurtain180x180white/green,Collect,Markethall
1352359476,60556,40381286,TISKENtwlrckwsuctioncupwhite,Collect,Markethall
1352359476,60556,40381291,TISKENtoiletrllhldrwsuctioncupwhite,Collect,Markethall
1352359476,60556,40537971,FLODBJRKplantpot24in/outdoorlgrey-brn,Collect,Markethall
1352359476,60556,50177223,STDJAcutlerytray31x50white,Collect,Markethall
1352359476,60556,50335091,PAMPIGkitchenrollholderbeech,Collect,Markethall
1352359476,60556,70381275,TISKENhookwsuctioncupwhite2-p,Collect,Markethall
1352359476,60556,80515585,BONScontainerwsuctioncupgrey-green,Collect,Markethall
1352360148,60557,359206,IKEA365+foodcntnr600mlsquare/glass,Truck,Markethall
1352360148,60557,521948,UPPFYLLDsaladspinnerwhite,Truck,Markethall
1352360148,60557,10381909,IKEA365+lidsquare/bamboo,Truck,Markethall
1352360148,60557,20219936,RAFFIGfinials1pairblack,Truck,Markethall
1352360148,60557,30217135,HUGADcurtainrod120-210black,Truck,Markethall
1352360148,60557,30217159,RCKAcurtainrod120-210black,Truck,Markethall
1352360148,60557,40399998,SKUBBboxs6darkgrey,Truck,Markethall
1352360148,60557,40442195,TONSTTAvase27grey,Truck,Markethall
1352360148,60557,50219893,BETYDLIGcrtnrodhldrblack,Truck,Markethall
1352360148,60557,50359195,IKEA365+foodcntnr400mlround/glass,Truck,Markethall
1352360148,60557,50456554,GOminichst/2drw23x19x9smoked,Truck,Markethall
1352360148,60557,50498889,GANSJNbthrs3,Truck,Markethall
1352360148,60557,60217228,BETYDLIGwll/clngbrcktblack,Truck,Markethall
1352360148,60557,60381898,IKEA365+lidround/bamboo,Truck,Markethall
1352360148,60557,60454026,KROKFJORDENtoilrollstndzincplated,Truck,Markethall
1352360148,60558,50278726,LURYslatbdbseStanDblGB,Truck,SelfServe
1352360148,60558,50486650,OLIVBLADplantstand58in/outdoorblack,Truck,SelfServe
1352360148,60558,70420936,SAGSTUAhead+footbStanDblblackGB,Truck,SelfServe
1352360148,60558,80429408,SAGSTUAbedsidesFU/DBL/TW/SIblack,Truck,SelfServe
1352360148,60558,90124534,SKORVAmidbeamgalvanised,Truck,SelfServe
1352360676,60559,50545249,RIBBAframewposter50x70stackedcolours,Collect,Markethall
1352473526,60560,90311540,LILLVIKENwatertrap/strainer2bowls,Customer,FullServeinternal
1328085284,325,60532208,STRLALEDtbldecohouse/s2battery-op,Collect,Markethall
1332392682,12934,80251513,"GRhammockstand,outgrey",Collect,SelfServe
1343389392,38634,70532062,HGAFFELwallhook3-p,Collect,Markethall
1331540147,10920,20399895,PERSHULTbracket30x30white,PUP,Markethall
1316645198,69977,70518513,NSSELKLOCKAdc/2pwc240x220/50x80lgry-grn/multi,Collect,Markethall
1318656970,75642,10242739,BISSAshoecab3comp49x28x135white,Collect,SelfServe
