ARTNO,TRUCK,COLLECT,OTHER
100467,0.0,1.0,0.0
103343,1.0,0.0,0.0
116595,1.0,0.0,0.0
138432,1.0,0.0,0.0
177225,0.0,1.0,0.0
205493,1.0,0.0,0.0
205501,1.0,0.0,0.0
205662,1.0,0.0,0.0
212554,1.0,0.0,0.0
214505,0.8947368421052632,0.0,0.10526315789473684
217797,0.0,1.0,0.0
228705,1.0,0.0,0.0
246417,1.0,0.0,0.0
256944,0.0,1.0,0.0
257298,0.375,0.0,0.625
257302,0.3333333333333333,0.0,0.6666666666666667
257646,0.0,0.0,1.0
263850,1.0,0.0,0.0
275674,1.0,0.0,0.0
275848,0.0,1.0,0.0
277989,0.0,1.0,0.0
280637,1.0,0.0,0.0
285036,1.0,0.0,0.0
295530,1.0,0.0,0.0
296313,1.0,0.0,0.0
300386,1.0,0.0,0.0
307552,1.0,0.0,0.0
309235,1.0,0.0,0.0
324518,0.25,0.75,0.0
330982,0.5,0.0,0.5
331057,1.0,0.0,0.0
331161,0.0,0.0,1.0
334923,0.0,1.0,0.0
336432,1.0,0.0,0.0
338412,1.0,0.0,0.0
343003,0.0,1.0,0.0
347510,1.0,0.0,0.0
349849,0.0,0.0,1.0
351248,1.0,0.0,0.0
351743,0.0,1.0,0.0
359206,1.0,0.0,0.0
362746,1.0,0.0,0.0
366301,0.0,1.0,0.0
371270,0.0,1.0,0.0
392461,1.0,0.0,0.0
395624,1.0,0.0,0.0
396416,1.0,0.0,0.0
402813,0.0,1.0,0.0
414830,0.0,0.0,1.0
421185,1.0,0.0,0.0
423721,0.0,1.0,0.0
426282,1.0,0.0,0.0
426828,1.0,0.0,0.0
428549,0.16666666666666666,0.6666666666666666,0.16666666666666674
431151,1.0,0.0,0.0
440768,0.0,1.0,0.0
441758,1.0,0.0,0.0
445332,1.0,0.0,0.0
445370,1.0,0.0,0.0
452544,0.0,0.5,0.5
453058,0.0,1.0,0.0
458697,1.0,0.0,0.0
459913,0.0,1.0,0.0
461379,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16
466598,0.0,1.0,0.0
473546,0.2,0.8,0.0
473693,0.0,1.0,0.0
488425,0.0,1.0,0.0
490522,1.0,0.0,0.0
497000,0.0,0.0,1.0
502105,0.0,1.0,0.0
502474,0.0,1.0,0.0
510308,1.0,0.0,0.0
511223,0.0,0.0,1.0
514033,1.0,0.0,0.0
521948,1.0,0.0,0.0
527158,0.0,1.0,0.0
537652,0.0,1.0,0.0
542998,0.0,1.0,0.0
547038,0.0,1.0,0.0
549546,0.0,1.0,0.0
553232,0.0,1.0,0.0
4375085,1.0,0.0,0.0
10056770,0.0,1.0,0.0
10178601,1.0,0.0,0.0
10203610,1.0,0.0,0.0
10205421,1.0,0.0,0.0
10205483,1.0,0.0,0.0
10205614,0.5,0.0,0.5
10205633,1.0,0.0,0.0
10211276,1.0,0.0,0.0
10242739,0.0,1.0,0.0
10244743,1.0,0.0,0.0
10246308,0.6,0.0,0.4
10257306,0.75,0.0,0.25
10263232,0.0,0.0,1.0
10264302,1.0,0.0,0.0
10269696,1.0,0.0,0.0
10270478,0.0,1.0,0.0
10277984,0.6666666666666666,0.0,0.33333333333333337
10293564,0.0,1.0,0.0
10301125,0.0,0.0,1.0
10301960,1.0,0.0,0.0
10304355,0.0,0.0,1.0
10308198,0.0,1.0,0.0
10311308,0.0,1.0,0.0
10311539,1.0,0.0,0.0
10330948,0.5,0.0,0.5
10330953,0.0,0.0,1.0
10330972,0.0,1.0,0.0
10331165,0.0,0.0,1.0
10331194,0.6666666666666666,0.3333333333333333,5.551115123125783e-17
10333065,1.0,0.0,0.0
10338421,1.0,0.0,0.0
10339171,0.5,0.5,0.0
10357004,1.0,0.0,0.0
10365419,0.0,1.0,0.0
10365928,1.0,0.0,0.0
10368489,1.0,0.0,0.0
10378445,1.0,0.0,0.0
10381909,1.0,0.0,0.0
10385926,1.0,0.0,0.0
10385950,0.0,1.0,0.0
10391772,1.0,0.0,0.0
10401931,0.0,1.0,0.0
10408683,1.0,0.0,0.0
10409932,1.0,0.0,0.0
10423886,1.0,0.0,0.0
10429973,0.0,1.0,0.0
10436959,0.0,1.0,0.0
10436978,1.0,0.0,0.0
10442385,0.0,0.0,1.0
10443974,0.16666666666666666,0.8333333333333334,0.0
10446557,1.0,0.0,0.0
10446883,1.0,0.0,0.0
10458183,0.0,0.0,1.0
10458989,1.0,0.0,0.0
10477049,0.0,1.0,0.0
10477935,0.0,1.0,0.0
10482036,0.0,1.0,0.0
10485252,1.0,0.0,0.0
10486652,1.0,0.0,0.0
10486732,1.0,0.0,0.0
10489537,0.0,1.0,0.0
10492455,0.5,0.5,0.0
10499517,0.0,1.0,0.0
10502379,0.0,1.0,0.0
10502930,0.0,1.0,0.0
10509125,0.0,0.0,1.0
10510299,1.0,0.0,0.0
10511208,0.0,1.0,0.0
10514358,0.0,1.0,0.0
10515485,1.0,0.0,0.0
10520260,0.0,1.0,0.0
10529086,1.0,0.0,0.0
10530259,0.0,1.0,0.0
17228340,0.0,1.0,0.0
20110540,0.0,1.0,0.0
20132453,0.0,1.0,0.0
20193899,0.0,1.0,0.0
20200456,0.0,1.0,0.0
20201724,1.0,0.0,0.0
20204647,0.0,1.0,0.0
20204652,1.0,0.0,0.0
20205430,1.0,0.0,0.0
20207410,0.8333333333333334,0.0,0.16666666666666663
20214566,0.75,0.0,0.25
20214571,0.0,0.0,1.0
20214731,0.0,1.0,0.0
20219936,0.5,0.5,0.0
20245959,1.0,0.0,0.0
20246360,0.6666666666666666,0.0,0.33333333333333337
20246708,0.6666666666666666,0.0,0.33333333333333337
20257315,0.25,0.25,0.5
20263830,1.0,0.0,0.0
20275814,0.5,0.5,0.0
20278167,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16
20285040,1.0,0.0,0.0
20293568,0.0,1.0,0.0
20297279,1.0,0.0,0.0
20300248,0.0,1.0,0.0
20301554,0.0,1.0,0.0
20312492,0.0,1.0,0.0
20317079,0.6666666666666666,0.3333333333333333,5.551115123125783e-17
20320312,1.0,0.0,0.0
20320802,1.0,0.0,0.0
20329195,1.0,0.0,0.0
20331198,0.4,0.2,0.39999999999999997
20334314,1.0,0.0,0.0
20341965,1.0,0.0,0.0
20359229,1.0,0.0,0.0
20378464,0.0,1.0,0.0
20390871,0.0,1.0,0.0
20393247,0.0,1.0,0.0
20393662,0.0,1.0,0.0
20396929,0.0,1.0,0.0
20399895,0.0,0.0,1.0
20400016,1.0,0.0,0.0
20403562,0.0,0.0,1.0
20410534,1.0,0.0,0.0
20423602,1.0,0.0,0.0
20426808,1.0,0.0,0.0
20434115,1.0,0.0,0.0
20434163,0.0,1.0,0.0
20434832,0.0,1.0,0.0
20440362,0.0,1.0,0.0
20448834,0.0,1.0,0.0
20449517,1.0,0.0,0.0
20451379,1.0,0.0,0.0
20461378,1.0,0.0,0.0
20467629,1.0,0.0,0.0
20468110,0.0,1.0,0.0
20476346,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16
20481692,0.0,0.0,1.0
20482494,1.0,0.0,0.0
20484817,1.0,0.0,0.0
20485572,1.0,0.0,0.0
20488504,0.0,1.0,0.0
20502166,0.0,1.0,0.0
20503236,0.0,1.0,0.0
20503571,0.0,0.0,1.0
20504194,0.0,1.0,0.0
20508408,0.0,1.0,0.0
20510307,1.0,0.0,0.0
20510939,0.0,0.0,1.0
20514070,1.0,0.0,0.0
20518474,0.0,1.0,0.0
20519888,0.5,0.5,0.0
20524677,1.0,0.0,0.0
20527732,1.0,0.0,0.0
20532309,1.0,0.0,0.0
20532743,1.0,0.0,0.0
20538764,1.0,0.0,0.0
20543001,0.0,1.0,0.0
20549668,1.0,0.0,0.0
20557413,0.0,1.0,0.0
24524485,0.0,1.0,0.0
30072255,1.0,0.0,0.0
30141126,0.0,1.0,0.0
30160407,0.0,0.0,1.0
30179435,0.0,1.0,0.0
30195548,0.0,0.0,1.0
30205496,1.0,0.0,0.0
30205613,1.0,0.0,0.0
30211275,0.0,1.0,0.0
30212406,1.0,0.0,0.0
30212562,1.0,0.0,0.0
30213552,0.0,1.0,0.0
30214504,0.42857142857142855,0.0,0.5714285714285714
30217135,1.0,0.0,0.0
30217159,1.0,0.0,0.0
30219281,1.0,0.0,0.0
30238543,0.0,1.0,0.0
30238859,1.0,0.0,0.0
30246374,0.0,0.0,1.0
30246388,1.0,0.0,0.0
30246722,0.3333333333333333,0.0,0.6666666666666667
30256891,0.6538461538461539,0.0,0.34615384615384615
30258913,0.0,1.0,0.0
30261307,1.0,0.0,0.0
30263245,0.5,0.05555555555555555,0.4444444444444444
30263844,0.0,1.0,0.0
30275861,1.0,0.0,0.0
30277959,0.6111111111111112,0.1111111111111111,0.27777777777777773
30278727,1.0,0.0,0.0
30281739,0.0,1.0,0.0
30291658,1.0,0.0,0.0
30295656,0.0,1.0,0.0
30312236,1.0,0.0,0.0
30324507,0.0,1.0,0.0
30326177,0.0,1.0,0.0
30326771,0.0,1.0,0.0
30327252,0.0,1.0,0.0
30330947,0.0,0.0,1.0
30341111,1.0,0.0,0.0
30349838,0.0,1.0,0.0
30351143,0.0,1.0,0.0
30351746,0.0,1.0,0.0
30366007,1.0,0.0,0.0
30366917,1.0,0.0,0.0
30378454,0.0,1.0,0.0
30382347,0.0,0.0,1.0
30388759,1.0,0.0,0.0
30391766,1.0,0.0,0.0
30392469,1.0,0.0,0.0
30393497,0.0,1.0,0.0
30403571,1.0,0.0,0.0
30404028,1.0,0.0,0.0
30409295,1.0,0.0,0.0
30421240,0.0,1.0,0.0
30426836,0.0,1.0,0.0
30428326,0.0,1.0,0.0
30430536,1.0,0.0,0.0
30432502,0.0,1.0,0.0
30440413,0.0,0.0,1.0
30456593,0.0,1.0,0.0
30457677,0.0,0.0,1.0
30460811,1.0,0.0,0.0
30466224,0.0,1.0,0.0
30472927,1.0,0.0,0.0
30479740,0.0,1.0,0.0
30483148,0.0,1.0,0.0
30488966,0.0,1.0,0.0
30493350,1.0,0.0,0.0
30506753,1.0,0.0,0.0
30514036,1.0,0.0,0.0
30514791,0.0,1.0,0.0
30522381,0.0,1.0,0.0
30524573,0.0,1.0,0.0
30528514,0.0,1.0,0.0
30529467,0.0,0.0,1.0
30533520,1.0,0.0,0.0
30546966,0.0,1.0,0.0
30550779,0.0,1.0,0.0
30553235,0.0,1.0,0.0
40102978,0.0,1.0,0.0
40180805,0.0,0.0,1.0
40201723,1.0,0.0,0.0
40204651,1.0,0.0,0.0
40205537,1.0,0.0,0.0
40205599,1.0,0.0,0.0
40211977,0.3333333333333333,0.3333333333333333,0.3333333333333334
40217955,0.5,0.5,0.0
40233535,1.0,0.0,0.0
40234436,1.0,0.0,0.0
40242653,0.0,1.0,0.0
40243214,1.0,0.0,0.0
40243596,0.0,1.0,0.0
40249541,1.0,0.0,0.0
40256895,0.36363636363636365,0.0,0.6363636363636364
40256942,1.0,0.0,0.0
40257296,0.0,0.0,1.0
40263848,1.0,0.0,0.0
40273593,1.0,0.0,0.0
40277992,0.25,0.25,0.5
40278307,0.0,1.0,0.0
40291667,1.0,0.0,0.0
40291672,1.0,0.0,0.0
40294982,1.0,0.0,0.0
40295439,1.0,0.0,0.0
40295528,1.0,0.0,0.0
40296311,1.0,0.0,0.0
40301124,1.0,0.0,0.0
40318978,1.0,0.0,0.0
40321631,0.0,1.0,0.0
40323654,0.0,1.0,0.0
40327505,1.0,0.0,0.0
40331055,1.0,0.0,0.0
40331164,0.5,0.0,0.5
40348715,1.0,0.0,0.0
40351246,1.0,0.0,0.0
40351741,0.0,1.0,0.0
40381286,0.0,1.0,0.0
40381291,0.0,1.0,0.0
40391836,1.0,0.0,0.0
40393661,1.0,0.0,0.0
40399998,0.5,0.5,0.0
40407922,1.0,0.0,0.0
40409935,0.0,1.0,0.0
40415031,0.0,1.0,0.0
40421188,0.0,1.0,0.0
40430588,1.0,0.0,0.0
40436774,0.5,0.5,0.0
40436991,0.0,0.0,1.0
40440422,0.0,0.0,1.0
40442195,1.0,0.0,0.0
40446122,0.0,1.0,0.0
40448036,0.0,1.0,0.0
40452575,0.0,0.0,1.0
40456286,1.0,0.0,0.0
40456899,0.0,1.0,0.0
40457672,0.0,0.0,1.0
40458186,0.0,1.0,0.0
40458191,1.0,0.0,0.0
40458600,0.0,1.0,0.0
40459992,0.0,0.0,1.0
40460815,0.0,1.0,0.0
40469302,0.0,1.0,0.0
40480856,1.0,0.0,0.0
40482515,0.5,0.5,0.0
40496739,1.0,0.0,0.0
40496744,1.0,0.0,0.0
40497828,0.75,0.25,0.0
40498234,0.0,1.0,0.0
40499002,1.0,0.0,0.0
40501892,0.5,0.5,0.0
40503546,0.0,1.0,0.0
40504193,0.0,1.0,0.0
40504249,0.0,1.0,0.0
40507342,0.5,0.5,0.0
40508407,0.0,1.0,0.0
40508884,0.0,1.0,0.0
40510306,1.0,0.0,0.0
40525685,0.0,1.0,0.0
40527670,1.0,0.0,0.0
40531988,0.0,0.0,1.0
40534562,0.0,1.0,0.0
40534835,0.0,1.0,0.0
40537971,0.0,1.0,0.0
40539183,0.0,1.0,0.0
40545283,0.0,1.0,0.0
44881100,0.0,1.0,0.0
50160208,0.0,1.0,0.0
50177223,0.0,1.0,0.0
50180027,0.0,1.0,0.0
50183993,0.0,1.0,0.0
50205495,1.0,0.0,0.0
50205612,1.0,0.0,0.0
50213546,0.0,1.0,0.0
50214560,0.8,0.0,0.19999999999999996
50219893,1.0,0.0,0.0
50238858,1.0,0.0,0.0
50242723,0.0,0.0,1.0
50246306,1.0,0.0,0.0
50257253,1.0,0.0,0.0
50258323,0.0,1.0,0.0
50263838,1.0,0.0,0.0
50275558,1.0,0.0,0.0
50277977,0.3333333333333333,0.3333333333333333,0.3333333333333334
50278726,0.6666666666666666,0.3333333333333333,5.551115123125783e-17
50285034,1.0,0.0,0.0
50293604,0.5,0.5,0.0
50298418,1.0,0.0,0.0
50308196,1.0,0.0,0.0
50320805,0.0,1.0,0.0
50324511,0.0,1.0,0.0
50330606,1.0,0.0,0.0
50330951,0.5,0.5,0.0
50334303,1.0,0.0,0.0
50335091,0.0,1.0,0.0
50335618,1.0,0.0,0.0
50342237,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16
50353612,0.0,1.0,0.0
50356187,1.0,0.0,0.0
50357002,1.0,0.0,0.0
50359195,1.0,0.0,0.0
50361792,0.0,1.0,0.0
50378410,1.0,0.0,0.0
50391421,1.0,0.0,0.0
50395382,0.0,1.0,0.0
50396094,1.0,0.0,0.0
50400270,0.0,1.0,0.0
50404027,1.0,0.0,0.0
50404032,1.0,0.0,0.0
50422494,1.0,0.0,0.0
50424054,0.0,1.0,0.0
50427632,0.0,1.0,0.0
50433987,0.0,0.0,1.0
50443811,1.0,0.0,0.0
50444783,0.0,1.0,0.0
50445320,1.0,0.0,0.0
50454036,1.0,0.0,0.0
50456554,1.0,0.0,0.0
50456592,0.0,1.0,0.0
50457105,1.0,0.0,0.0
50458614,0.0,1.0,0.0
50458831,1.0,0.0,0.0
50465756,1.0,0.0,0.0
50467883,1.0,0.0,0.0
50471026,0.0,1.0,0.0
50472827,0.0,1.0,0.0
50474751,0.5,0.5,0.0
50486650,0.5,0.5,0.0
50490138,0.0,1.0,0.0
50494141,1.0,0.0,0.0
50497818,1.0,0.0,0.0
50498889,1.0,0.0,0.0
50504772,1.0,0.0,0.0
50509374,0.0,1.0,0.0
50510301,1.0,0.0,0.0
50512649,0.0,1.0,0.0
50515346,1.0,0.0,0.0
50516063,1.0,0.0,0.0
50517760,0.0,1.0,0.0
50518477,1.0,0.0,0.0
50518910,1.0,0.0,0.0
50520753,1.0,0.0,0.0
50522375,1.0,0.0,0.0
50525642,0.0,1.0,0.0
50534632,0.0,1.0,0.0
50545249,0.0,1.0,0.0
60159520,0.0,1.0,0.0
60185034,0.5,0.0,0.5
60193128,0.0,1.0,0.0
60205485,1.0,0.0,0.0
60205664,1.0,0.0,0.0
60208238,1.0,0.0,0.0
60211274,0.0,0.0,1.0
60212565,1.0,0.0,0.0
60214569,1.0,0.0,0.0
60217228,0.5,0.5,0.0
60245957,1.0,0.0,0.0
60245962,1.0,0.0,0.0
60246396,0.3333333333333333,0.0,0.6666666666666667
60257648,1.0,0.0,0.0
60261103,1.0,0.0,0.0
60263244,0.3333333333333333,0.0,0.6666666666666667
60272837,0.0,0.0,1.0
60273417,0.0,1.0,0.0
60280205,0.0,1.0,0.0
60281295,0.0,1.0,0.0
60282186,1.0,0.0,0.0
60285024,1.0,0.0,0.0
60293566,1.0,0.0,0.0
60295532,1.0,0.0,0.0
60297885,1.0,0.0,0.0
60300374,1.0,0.0,0.0
60322130,1.0,0.0,0.0
60330984,0.0,0.0,1.0
60331059,1.0,0.0,0.0
60331200,1.0,0.0,0.0
60335199,1.0,0.0,0.0
60342656,1.0,0.0,0.0
60344735,1.0,0.0,0.0
60348125,0.0,1.0,0.0
60357247,1.0,0.0,0.0
60365855,1.0,0.0,0.0
60381898,1.0,0.0,0.0
60391859,1.0,0.0,0.0
60395876,0.0,1.0,0.0
60396121,1.0,0.0,0.0
60399902,0.0,1.0,0.0
60400000,0.0,1.0,0.0
60400321,0.0,0.0,1.0
60403584,0.5,0.0,0.5
60403602,0.5,0.5,0.0
60409294,1.0,0.0,0.0
60412932,1.0,0.0,0.0
60427523,0.0,1.0,0.0
60431718,1.0,0.0,0.0
60442383,0.8333333333333334,0.0,0.16666666666666663
60444688,0.0,1.0,0.0
60452174,0.0,1.0,0.0
60454026,1.0,0.0,0.0
60457671,0.0,0.0,1.0
60466246,1.0,0.0,0.0
60473015,1.0,0.0,0.0
60474425,0.0,1.0,0.0
60476354,1.0,0.0,0.0
60481384,1.0,0.0,0.0
60498110,0.0,1.0,0.0
60501886,0.0,1.0,0.0
60503569,0.0,0.0,1.0
60505511,0.6666666666666666,0.3333333333333333,5.551115123125783e-17
60509142,0.0,0.0,1.0
60510310,1.0,0.0,0.0
60512861,0.0,1.0,0.0
60512875,0.0,1.0,0.0
60518108,0.0,1.0,0.0
60518472,1.0,0.0,0.0
60518486,1.0,0.0,0.0
60529084,1.0,0.0,0.0
60532208,0.0,1.0,0.0
60533057,1.0,0.0,0.0
60534288,0.0,1.0,0.0
60534641,0.0,1.0,0.0
70118968,0.0,1.0,0.0
70177255,0.0,1.0,0.0
70186090,0.0,1.0,0.0
70193321,0.0,1.0,0.0
70205480,1.0,0.0,0.0
70213545,0.0,1.0,0.0
70213569,1.0,0.0,0.0
70214559,0.9166666666666666,0.0,0.08333333333333337
70214564,0.4,0.0,0.6
70217157,0.0,1.0,0.0
70238541,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16
70245952,1.0,0.0,0.0
70246348,0.6666666666666666,0.3333333333333333,5.551115123125783e-17
70246386,1.0,0.0,0.0
70246683,0.25,0.25,0.5
70246744,0.0,0.0,1.0
70256931,1.0,0.0,0.0
70257638,1.0,0.0,0.0
70261131,0.0,1.0,0.0
70277957,0.6190476190476191,0.09523809523809523,0.2857142857142857
70277981,0.8,0.0,0.19999999999999996
70277995,0.3333333333333333,0.3333333333333333,0.3333333333333334
70285028,1.0,0.0,0.0
70286645,0.0,1.0,0.0
70290360,1.0,0.0,0.0
70292104,0.0,1.0,0.0
70313007,0.0,1.0,0.0
70320319,1.0,0.0,0.0
70330945,0.6666666666666666,0.0,0.33333333333333337
70331186,0.5,0.5,0.0
70346932,0.8,0.0,0.19999999999999996
70359199,0.0,1.0,0.0
70366798,1.0,0.0,0.0
70381275,0.0,1.0,0.0
70392844,0.0,1.0,0.0
70396917,0.0,1.0,0.0
70403606,1.0,0.0,0.0
70404026,1.0,0.0,0.0
70417892,1.0,0.0,0.0
70420936,1.0,0.0,0.0
70421238,0.0,1.0,0.0
70429611,1.0,0.0,0.0
70434113,0.0,1.0,0.0
70456591,0.0,1.0,0.0
70466811,0.0,1.0,0.0
70467721,0.0,1.0,0.0
70488318,1.0,0.0,0.0
70489695,0.0,1.0,0.0
70490948,1.0,0.0,0.0
70509132,0.0,0.0,1.0
70510300,1.0,0.0,0.0
70512648,0.0,1.0,0.0
70514039,1.0,0.0,0.0
70518513,0.0,1.0,0.0
70521539,0.0,1.0,0.0
70527720,0.0,1.0,0.0
70529088,1.0,0.0,0.0
70530256,0.0,1.0,0.0
70532062,0.0,1.0,0.0
70534645,0.5,0.5,0.0
80010222,0.0,1.0,0.0
80066723,0.0,1.0,0.0
80089239,0.6666666666666666,0.3333333333333333,5.551115123125783e-17
80094014,0.0,1.0,0.0
80195536,0.0,1.0,0.0
80205535,1.0,0.0,0.0
80208261,1.0,0.0,0.0
80213432,1.0,0.0,0.0
80214549,0.3333333333333333,0.3333333333333333,0.3333333333333334
80214568,0.3333333333333333,0.16666666666666666,0.5000000000000001
80215332,1.0,0.0,0.0
80221451,0.0,0.0,1.0
80230224,0.5,0.0,0.5
80236103,1.0,0.0,0.0
80242892,0.0,1.0,0.0
80251513,0.0,1.0,0.0
80256940,0.5,0.0,0.5
80257261,1.0,0.0,0.0
80258915,0.0,1.0,0.0
80261258,0.75,0.25,0.0
80272841,0.0,1.0,0.0
80275887,0.42857142857142855,0.5714285714285714,0.0
80309241,1.0,0.0,0.0
80320521,1.0,0.0,0.0
80326778,0.0,1.0,0.0
80331063,1.0,0.0,0.0
80331930,1.0,0.0,0.0
80342882,0.0,1.0,0.0
80344065,0.0,1.0,0.0
80362974,1.0,0.0,0.0
80377937,0.0,1.0,0.0
80391764,1.0,0.0,0.0
80393249,0.0,1.0,0.0
80396926,0.0,1.0,0.0
80398058,1.0,0.0,0.0
80403564,1.0,0.0,0.0
80410055,1.0,0.0,0.0
80429408,1.0,0.0,0.0
80429757,0.0,1.0,0.0
80430534,1.0,0.0,0.0
80435188,0.0,0.0,1.0
80435942,0.0,1.0,0.0
80436965,1.0,0.0,0.0
80445253,0.0,0.0,1.0
80446455,0.0,0.0,1.0
80448968,0.0,0.0,1.0
80448973,0.0,1.0,0.0
80458189,1.0,0.0,0.0
80458815,1.0,0.0,0.0
80458839,1.0,0.0,0.0
80460823,1.0,0.0,0.0
80461380,0.0,1.0,0.0
80470030,0.0,0.0,1.0
80474764,0.0,0.0,1.0
80480393,0.0,1.0,0.0
80502111,0.0,1.0,0.0
80509481,1.0,0.0,0.0
80515585,0.0,1.0,0.0
80515873,0.0,1.0,0.0
80519946,1.0,0.0,0.0
80524882,0.6666666666666666,0.0,0.33333333333333337
80532684,0.0,1.0,0.0
80534372,1.0,0.0,0.0
90027972,0.0,0.0,1.0
90066708,0.0,1.0,0.0
90124534,0.6666666666666666,0.3333333333333333,5.551115123125783e-17
90160211,1.0,0.0,0.0
90184047,0.0,1.0,0.0
90190524,1.0,0.0,0.0
90198030,0.0,1.0,0.0
90201725,1.0,0.0,0.0
90205484,1.0,0.0,0.0
90205498,1.0,0.0,0.0
90207402,0.0,1.0,0.0
90212564,1.0,0.0,0.0
90213549,0.0,1.0,0.0
90217972,1.0,0.0,0.0
90224048,0.0,1.0,0.0
90245946,1.0,0.0,0.0
90246328,1.0,0.0,0.0
90246352,0.6666666666666666,0.0,0.33333333333333337
90256893,0.8333333333333334,0.0,0.16666666666666663
90262196,1.0,0.0,0.0
90277961,0.2857142857142857,0.14285714285714285,0.5714285714285714
90279719,0.0,1.0,0.0
90282180,0.5,0.5,0.0
90285032,1.0,0.0,0.0
90291518,0.0,1.0,0.0
90294512,1.0,0.0,0.0
90301555,0.0,1.0,0.0
90309245,0.5,0.5,0.0
90311540,0.0,0.0,1.0
90331166,0.5,0.5,0.0
90338417,1.0,0.0,0.0
90347351,1.0,0.0,0.0
90348586,0.0,1.0,0.0
90366783,1.0,0.0,0.0
90382882,0.0,1.0,0.0
90391853,1.0,0.0,0.0
90392046,0.0,1.0,0.0
90404822,1.0,0.0,0.0
90429771,1.0,0.0,0.0
90433990,0.0,0.0,1.0
90434961,1.0,0.0,0.0
90435102,0.0,1.0,0.0
90440764,0.0,1.0,0.0
90446148,1.0,0.0,0.0
90449019,0.0,0.0,1.0
90451309,1.0,0.0,0.0
90455086,0.0,1.0,0.0
90458914,0.5,0.5,0.0
90460573,1.0,0.0,0.0
90462355,0.0,1.0,0.0
90466155,0.0,1.0,0.0
90467089,1.0,0.0,0.0
90472340,1.0,0.0,0.0
90488100,0.0,1.0,0.0
90488143,0.0,1.0,0.0
90503558,0.0,0.0,1.0
90509145,0.0,0.0,1.0
90510945,1.0,0.0,0.0
90511105,1.0,0.0,0.0
90519880,0.0,1.0,0.0
90520746,0.0,0.0,1.0
90523014,0.0,1.0,0.0
90529087,1.0,0.0,0.0
90538001,0.0,1.0,0.0
90542668,0.0,1.0,0.0
95685100,0.0,1.0,0.0
