order_number,articles
1316645198,70518513
1318656970,10242739
1322780139,527158
1328085284,60532208
1331540147,20399895
1332392682,80251513
1343389392,70532062
1345355819,60509142
1345367041,"60185034,60503569"
1345368239,"20214566,30256891,20246708,70277957,70214564,40256895,70346932,30246722"
1347167339,"70277981,50277977"
1347243591,"40180805,10304355"
1347635284,60272837
1348913559,"80214568,30277959,30214504,10442385,20214571,90277961,40256895,30263245,20257315,10301125"
1348940750,"10446883,10529086,60342656,60529084,70529088,10446557,214505,10368489,20214566,20329195,30256891,30277959,70214559,70246386,70277957,70346932,80331930,90256893"
1348972323,"70256931,10357004,246417,10246308,10257306,30214504,30256891,30263245,30277959,50214560,50330606,70246683,70277957,80214568,80410055,90256893"
1349008932,40256895
1349010281,30529467
1349053640,"103343,70403606,214505,20214566,30256891,60442383,70277957"
1350762454,20481692
1350766914,"20214566,30256891,70277957,90246352,30263245,257298,214505,60442383"
1350778099,"257298,30263245"
1350780513,80470030
1350790257,80470030
1350798632,40295439
1350799796,"30256891,70246683,30277959"
1350801140,80221451
1350804330,"10246308,30277959"
1350806384,50214560
1350815834,60263244
1350818197,"30382347,10458183,60211274,60246396,10257306,10246308,70214564,30263245,20257315,90277961,40256895"
1350818352,60431718
1350821090,497000
1350831813,90027972
1350842867,80474764
1350845573,50242723
1350855337,40459992
1350869241,"70290360,40318978,214505,10277984,20201724,40201723,60473015,70246348,70277981,80256940,80331930"
1350878076,"452544,20331198"
1350878346,"70509132,30214504,20510939,90509145,10509125,60509142,80256940,10263232,40257296"
1350879015,10205614
1350887271,"10446883,50356187,60529084,228705,10357004,10486732,40480856,214505,10246308,10257306,10368489,20423602,30246722,30263245,30277959,40256895,60442383,70214559,70214564,70346932,80331930,90256893"
1350895912,"20214566,70214559,70277957,30256891,90246352"
1350909917,40233535
1350914521,"30195548,60400321"
1352257294,"431151,275674,295530,10244743,10423886,20245959,20485572,30291658,30341111,40263848,50263838,50275558,80215332,80261258,30472927"
1352257303,"307552,514033,20524677,30514036,70514039,10331194,10385926,20334314,40497828,50497818,60331059,60331200,60505511,80331063,330982,10246308,10257306,10330948,20331198,30263245,40331164,70330945,70331186"
1352257309,"490522,20514070,20538764,40527670,60300374,60466246,324518,10264302,20449517,50522375,80460823"
1352257835,"473693,20434832,30528514"
1352266343,30488966
1352266489,"214505,257298,20214566,30256891,30263245,30277959,70214559,70277957,80331930,90256893,10333065,20484817,50308196,50518477,50518910,60533057,70256931,70534645,90429771"
1352266671,"502474,20300248,20502166,30456593,40504249,50456592,50471026,50525642,60159520,60452174,70193321,70238541,70456591,80429757,20278167,40501892,70286645,80089239,80275887,95685100"
1352266938,30426836
1352274734,40456899
1352275893,80275887
1352276101,"40539183,60444688,40503546"
1352276423,"466598,40446122,40497828,50472827,60505511,90382882,10330972,20331198,20434163,40436774,50330951,70434113,90331166"
1352276857,217797
1352277347,"473546,40460815"
1352277404,"428549,60403584"
1352277456,"24524485,40399998,70467721,30326177,50474751,40507342"
1352277571,"70366798,90347351"
1352277623,"30378454,70186090"
1352277927,"80275887,90347351,90366783"
1352283493,"80261258,90382882,30277959,60273417,70246683,80272841"
1352283891,396416
1352284309,"60427523,30421240"
1352284454,"20317079,441758,80309241"
1352284786,"275848,423721,70286645"
1352284789,"50520753,90262196,10510299,10515485,20532309,50445320"
1352284840,70292104
1352285270,"10331194,70246348,70331186"
1352288033,"30179435,80480393,10311308,10385950"
1352288036,80275887
1352288424,"488425,549546,20468110,20518474,30351143,30546966,50258323,50353612,90538001,30514791"
1352288595,90348586
1352289763,"30326771,50509374,70527720,80326778"
1352290339,"10365419,60400000,30479740,30483148"
1352290442,"440768,10436959,50444783,90440764,90466155"
1352290968,"40525685,50525642,60348125,90435102,20275814,90282180"
1352291320,"20219936,60217228,70217157,70396917,80396926"
1352291321,10530259
1352294122,"20519888,40321631,50320805,50517760,80010222,90198030,90519880,60501886"
1352294948,90277961
1352295020,"10401931,10443974,90301555"
1352295253,"309235,60322130"
1352295316,40469302
1352296121,"20317079,40497828,60282186,90309245,60214569"
1352296139,"20403562,80214549"
1352296367,"324518,10443974"
1352296515,90392046
1352298535,70521539
1352298875,30263844
1352300939,"50357002,10205421,40205599,40327505,50205612,60212565,80524882"
1352300974,"553232,30553235,70238541,70512648,70277957"
1352303655,"10436978,362746,10331194,20451379,80362974,90160211,90446148,80436965"
1352303826,"50471026,80429757"
1352304246,"50342237,50443811,445370,20510307,20532743,50457105,50510301,60391859,60396121,60412932,60510310,70417892,80391764,90511105"
1352304858,"10443974,10477935,40217955,60395876"
1352305217,"10502930,50486650"
1352306312,20390871
1352307161,"280637,50465756,50518477,20410534,40430588,50474751,70320319,80320521,40507342"
1352308037,116595
1352308040,"40211977,70277995"
1352308620,"458697,50458831,60185034,90472340"
1352309339,"10311308,20200456"
1352309654,"40415031,60534641,80377937,50490138"
1352309976,"50160208,90124534"
1352310072,"10244743,40294982,40295528,40393661,50293604,60293566,90294512"
1352310484,"445332,510308,10391772,10510299,30391766,30409295,40391836,40456286,40510306,50396094,50494141,60396121,60409294,60518486,70510300,90391853,90511105"
1352311565,"10357004,214505,20214566,30256891,60442383,70277957"
1352311697,"428549,10308198,30238543,60474425,10429973,60403602,80214549"
1352312647,"347510,214505,20214566,40256942,70214559,80256940,90510945"
1352312847,"343003,461379,10270478,20476346,40458600,70392844,80435942,80461380,90207402"
1352313426,"10492455,70261131"
1352313822,"445332,510308,10391772,10510299,30391766,30409295,40391836,40456286,40510306,50396094,50494141,60396121,60409294,60518486,70510300,90391853,90511105"
1352313913,40534562
1352314474,20214731
1352315399,"70292104,30351746,40351741"
1352315944,80275887
1352316246,80094014
1352316957,10269696
1352317844,"20275814,20301554"
1352318152,10423886
1352318209,"30281739,10293564,50293604,30277959,80214568"
1352318480,"40295528,60293566,70490948,80261258,90245946"
1352318619,"296313,351248,40291667,40291672,40295528,40296311,40348715,40351246,60245957,60245962,60293566,60295532,70245952,70488318,80261258,90245946,90294512"
1352319322,30327252
1352319508,90451309
1352319570,"10178601,50357002,214505,10257306,20201724,30256891,30263245,40201723,70277981,80331930,90256893,90434961"
1352319586,"60498110,30428326,20488504"
1352319953,"228705,60481384,426828"
1352320271,"70256931,80214549,20214566,30256891,30277959,40211977,40256895,40277992,50257253,70214559,70214564,70277957,70277995,70346932,80257261,80509481,90256893,90277961,90404822"
1352320401,"10056770,17228340,20503236,30524573,50342237,50395382,50534632,60534288,60534641,70534645,90523014,90542668"
1352321210,"70530256,452544"
1352321637,"461379,502105,10339171,10502379,20393247,20440362,30393497,30466224,60280205,70177255,80393249,80461380,80502111,90066708"
1352321925,"4375085,80398058,10205483,10338421,205493,205501,205662,212554,285036,10205614,10205633,10301960,10311539,20204652,20285040,20297279,20359229,30205496,30205613,30212562,30238859,30261307,30312236,40204651,40205599,40234436,50205495,50238858,50285034,60205485,60285024,60335199,70205480,70213569,70285028,80205535,80208261,80213432,80519946,80524882,90205484,90205498,90285032"
1352322117,30295656
1352322177,"30295656,40243596,70118968,90224048"
1352322438,"428549,20278167"
1352323304,"100467,473693,10056770,10477049,10482036,20504194,30432502,30522381,40504193,40534562,50395382"
1352323564,50467883
1352324166,40545283
1352324523,"20378464,60399902,70421238"
1352324528,"90184047,428549"
1352325156,263850
1352325415,50180027
1352325678,80242892
1352326702,20110540
1352326757,20396929
1352326803,"20434115,40436774,50454036"
1352327052,"10339171,20476346,20482494,20549668,40243214,60357247,60476354,80236103,90460573,40482515,50516063,80089239"
1352327215,351743
1352327476,"20320802,20519888,50335618,80534372,214505,10368489,20207410,20214566,20246360,30256891,70214559,70277957,70346932"
1352327518,70313007
1352327541,"426282,30430536,80430534,392461,10365928,30366007,30392469,50391421,60365855"
1352327796,537652
1352328408,"334923,40498234"
1352329857,"177225,542998,20132453,20448834,20508408,20543001,30213552,40323654,40508407,40508884,50213546,50512649,70213545,70466811,70532062,90213549,90279719,90538001,20312492,40448036"
1352330031,90309245
1352330478,"20341965,30219281,80275887"
1352330516,"20400016,60518472,10203610,20320312"
1352330819,"10378445,50378410,10408683,90282180,214505,10246308,30072255,30277959,30388759,70214559,90190524,90256893"
1352330873,50424054
1352331030,"428549,20393662,90462355"
1352331942,10443974
1352332569,"44881100,10514358,40415031"
1352333239,"366301,40278307"
1352333923,"30403571,40407922,60403584,90467089"
1352334816,"473546,90217972"
1352334982,"428549,20263830,70429611"
1352335931,473546
1352336797,"20468110,60518108,547038"
1352337147,"90488100,30550779"
1352337268,"50278726,90458914"
1352337796,"10357004,214505,20207410,30277959,40256895,70214559,90277961"
1352338939,20488504
1352339784,"50458831,80458815,80458839"
1352340188,"10489537,70489695"
1352340212,"10520260,60193128,80429757,80532684"
1352340302,30141126
1352340803,473546
1352341232,20393662
1352342194,30506753
1352342236,402813
1352342648,"461379,10486652,10492455,20461378,30493350,40499002,10443974,20275814,30219281,80275887"
1352343197,40409935
1352344352,"395624,10485252"
1352344737,"324518,80515873,256944,20257315,30211275,30263245,40421188,40458186,50183993,50277977"
1352344748,"30404028,50404027,50404032,10211276,10277984,20201724,30246388,30256891,40201723,50246306,60257648,70246348,70277981,80458189"
1352345128,"50400270,30349838,50458614,80195536,371270,60281295,80344065,90291518"
1352345279,"30238543,40242653,40534835"
1352345286,40482515
1352346034,"80342882,80377937"
1352346644,"10246308,30214504,30256891,30277959,50214560,50330606,70277957,80214568,80230224,80410055,90246352,90256893"
1352346946,"324518,10443974,20293568,30324507,50324511"
1352346973,"453058,20193899,20317079,20476346,30258913,50213546,60159520,60512861,60512875,80094014,80258915,90488143"
1352348049,"473546,40460815"
1352348057,"70529088,10446557,214505,257302,20207410,20214566,30256891,60263244,70246386,70257638,90246352"
1352348393,"10409932,20275814,20278167,40217955"
1352349514,"10499517,50342237,50361792,70359199,80066723,90066708"
1352349941,"392461,30460811,214505,10257306,20207410,20214566,30256891,30263245,30277959,60246396,70214559"
1352350139,20426808
1352350845,"138432,30275861,40273593,40496739,40496744,50298418,80089239"
1352352251,"336432,40497828,60331200,60505511,331057,20331198,40331055,50330951,70330945,90331166"
1352353356,"338412,10446883,70238541,90529087,10203610,30404028,50404032,70404026,257298,20246708,30214504,30256891,30263245,50214560,60344735,70246386,70257638,70277957,90246352"
1352353393,"300386,20527732,30256891,50214560,70277957,90246352"
1352355575,"50357002,60403602,214505,20214566,30256891,60442383,70277957"
1352357858,20393662
1352357901,"277989,40277992,70277957"
1352358291,"459913,80448973"
1352358599,"40102978,50427632,90455086,20204647"
1352358794,"50278726,90458914"
1352359293,"90347351,30533520"
1352359476,"10511208,20557413,40381286,40381291,40537971,50177223,50335091,70381275,80515585"
1352360148,"359206,521948,10381909,20219936,30217135,30217159,40399998,40442195,50219893,50359195,50456554,50498889,60217228,60381898,60454026,50278726,50486650,70420936,80429408,90124534"
1352360676,50545249
1352368779,"30404028,50334303,50404032,70404026,214505,421185,10211276,10246308,20214566,20246360,20246708,30256891,30277959,40458191,60442383,70214559,70246386,70257638,70277957,90246352,90256893"
1352369913,90520746
1352370285,90311540
1352371421,"70277957,30256891,90246352"
1352372348,40436991
1352374477,50422494
1352375279,90277961
1352384187,30256891
1352384601,"70246683,10246308"
1352394471,"30440413,30457677,40440422,60457671,40457672,90449019"
1352394914,"60246396,10246308"
1352397032,"80214568,30214504,30160407,30277959,90256893"
1352397625,"30256891,257298,30263245"
1352398122,40256895
1352404702,"50504772,20205430,30212406,30366917,40205537,40205599,40327505,50515346,60205664,60208238,60297885,90212564"
1352406389,10277984
1352408336,20246360
1352408441,10458989
1352416139,"70214564,40256895"
1352417129,"90338417,30275861,40501892,214505,257298,20207410,20214566,30256891,30263245,30277959,70214559,70246386,70257638,70277957,80331930,90246352,90404822"
1352418434,80445253
1352418644,"70277957,257298,257302,30263245,60263244"
1352419147,"80214568,30277959,30263245,10257306,30214504,80435188,20214571,90277961,40256895,414830"
1352420094,40277992
1352421767,"20214566,214505,20207410,30256891,70277957"
1352423016,80230224
1352423136,80403564
1352425241,349849
1352426276,"20467629,30278727,40249541,50357002,60261103,90124534,214505,10257306,20201724,20257315,30263245,40256895,40301124,50246306,50277977,70277981,90190524,90201725,90246328,90256893"
1352433322,80448968
1352433525,80524882
1352433830,"330982,331161,10330948,10330953,10331165,20331198,30330947,40331164,40452575,60330984,70330945"
1352436075,40531988
1352437072,"30256891,257298,30263245"
1352444207,"40211977,90433990,70246744,80446455,70277995"
1352447488,30246374
1352447546,"20503571,90503558"
1352455928,"50433987,30246722"
1352456223,511223
1352465240,"40277992,257646,257302,90256893"
1352471135,"80256940,60509142"
1352473526,90311540
